"Province_State" "Country_Region" "Lat" "Long_" "Confirmed" "Deaths" "Recovered" "Active"
"1321" "Indiana" "US" 40.7457653 -84.93671406 1738 23 0 1715
"1322" "Indiana" "US" 41.09194313 -85.06800636 19005 303 0 18702
"1323" "Indiana" "US" 39.20744865 -85.89558181 3409 65 0 3344
"1324" "Indiana" "US" 40.60626947 -87.31093999 370 3 0 367
"1325" "Indiana" "US" 40.47388153 -85.32499702 571 12 0 559
"1326" "Indiana" "US" 40.0509304 -86.46841646 2588 55 0 2533
"1327" "Indiana" "US" 39.19605589 -86.22868909 364 5 0 359
"1328" "Indiana" "US" 40.5807832 -86.56198812 729 13 0 716
"1329" "Indiana" "US" 40.76135835 -86.34830753 3063 31 0 3032
"1330" "Indiana" "US" 38.48015445 -85.70510334 5362 78 0 5284
"1331" "Indiana" "US" 39.39561833 -87.11723506 1309 24 0 1285
"1332" "Indiana" "US" 40.30319754 -86.47277257 1868 22 0 1846
"1333" "Indiana" "US" 38.28814402 -86.44518825 314 1 0 313
"1334" "Indiana" "US" 38.70186039 -87.07185406 1649 45 0 1604
"1335" "Indiana" "US" 41.39804622 -84.99906934 1867 33 0 1834
"1336" "Indiana" "US" 39.14647946 -84.97333539 2336 31 0 2305
"1337" "Indiana" "US" 39.30712658 -85.50087166 1356 43 0 1313
"1338" "Indiana" "US" 40.22787247 -85.39732772 5130 103 0 5027
"1339" "Indiana" "US" 38.36597551 -86.8792417 2477 32 0 2445
"1340" "Indiana" "US" 41.59761169 -85.85875695 17828 233 0 17595
"1341" "Indiana" "US" 39.63684962 -85.17797541 1554 34 0 1520
"1342" "Indiana" "US" 38.32117957 -85.90385377 3325 78 0 3247
"1343" "Indiana" "US" 40.12361933 -87.24217689 828 8 0 820
"1344" "Indiana" "US" 39.4142482 -85.06062647 740 27 0 713
"1345" "Indiana" "US" 41.0469907 -86.26252745 878 19 0 859
"1346" "Indiana" "US" 38.30393723 -87.58054938 1982 29 0 1953
"1347" "Indiana" "US" 40.51587228 -85.65468702 2903 50 0 2853
"1348" "Indiana" "US" 39.03630547 -86.96223202 1085 53 0 1032
"1349" "Indiana" "US" 40.07306535 -86.05244729 13830 170 0 13660
"1350" "Indiana" "US" 39.82304555 -85.77566351 2793 57 0 2736
"1351" "Indiana" "US" 38.19467379 -86.10948271 1499 24 0 1475
"1352" "Indiana" "US" 39.76719009 -86.51037283 6516 158 0 6358
"1353" "Indiana" "US" 39.93029017 -85.39625719 2590 37 0 2553
"1354" "Indiana" "US" 40.48527731 -86.11351892 3703 78 0 3625
"1355" "Indiana" "US" 40.82907273 -85.48822092 1363 10 0 1353
"1356" "Indiana" "US" 38.9091582 -86.03851889 2306 34 0 2272
"1357" "Indiana" "US" 41.02078733 -87.11553319 1536 13 0 1523
"1358" "Indiana" "US" 40.43781032 -85.00576229 1033 14 0 1019
"1359" "Indiana" "US" 38.78576239 -85.43633383 1270 16 0 1254
"1360" "Indiana" "US" 38.99588883 -85.62710784 932 14 0 918
"1361" "Indiana" "US" 39.48994426 -86.10149107 6866 169 0 6697
"1362" "Indiana" "US" 38.68861576 -87.4194665 1952 21 0 1931
"1363" "Indiana" "US" 41.24521668 -85.86312322 4775 41 0 4734
"1364" "Indiana" "US" 41.64232188 -85.42674232 1493 31 0 1462
"1365" "Indiana" "US" 41.54366008 -86.74072188 4862 97 0 4765
"1366" "Indiana" "US" 41.41874274 -87.38277575 28485 466 0 28019
"1367" "Indiana" "US" 38.84112637 -86.48361629 1860 49 0 1811
"1368" "Indiana" "US" 40.16143691 -85.71964711 5335 122 0 5213
"1369" "Indiana" "US" 39.78163624 -86.13826325 44793 862 0 43931
"1370" "Indiana" "US" 41.32467367 -86.26185087 3149 46 0 3103
"1371" "Indiana" "US" 38.7099921 -86.80373186 377 6 0 371
"1372" "Indiana" "US" 40.76940965 -86.04525048 1738 17 0 1721
"1373" "Indiana" "US" 39.16130004 -86.52414358 5555 50 0 5505
"1374" "Indiana" "US" 40.04034823 -86.89335024 1521 29 0 1492
"1375" "Indiana" "US" 39.47899078 -86.44573375 2264 43 0 2221
"1376" "Indiana" "US" 40.95610449 -87.39635768 579 12 0 567
"1377" "Indiana" "US" 41.39672484 -85.41966713 2670 47 0 2623
"1378" "Indiana" "US" 38.955305 -84.96515993 241 7 0 234
"1379" "Indiana" "US" 38.5411892 -86.49523093 710 28 0 682
"1380" "Indiana" "US" 39.31145587 -86.83900724 652 8 0 644
"1381" "Indiana" "US" 39.77202286 -87.20375833 608 6 0 602
"1382" "Indiana" "US" 38.07809328 -86.63741946 861 21 0 840
"1383" "Indiana" "US" 38.40112197 -87.23574907 537 20 0 517
"1384" "Indiana" "US" 41.45986947 -87.06848888 8650 88 0 8562
"1385" "Indiana" "US" 38.02097333 -87.86480429 1269 18 0 1251
"1386" "Indiana" "US" 41.04166107 -86.69890683 434 15 0 419
"1387" "Indiana" "US" 39.66437981 -86.84517605 1334 28 0 1306
"1388" "Indiana" "US" 40.15734772 -85.01139319 1303 21 0 1282
"1389" "Indiana" "US" 39.10235626 -85.26212744 1480 19 0 1461
"1390" "Indiana" "US" 39.62002287 -85.4655599 576 8 0 568
"1391" "Indiana" "US" 38.68672078 -85.74627859 1180 21 0 1159
"1392" "Indiana" "US" 39.52305623 -85.7915857 1949 57 0 1892
"1393" "Indiana" "US" 38.01519732 -87.0079644 899 8 0 891
"1394" "Indiana" "US" 41.61756781 -86.29040834 17409 235 0 17174
"1395" "Indiana" "US" 41.27890281 -86.64686895 961 24 0 937
"1396" "Indiana" "US" 41.64423868 -85.00101094 1551 15 0 1536
"1397" "Indiana" "US" 39.08952258 -87.41414469 1044 16 0 1028
"1398" "Indiana" "US" 38.82767338 -85.03022429 270 5 0 265
"1399" "Indiana" "US" 40.38872739 -86.89413959 9074 30 0 9044
"1400" "Indiana" "US" 40.31123252 -86.05234925 611 27 0 584
"1401" "Indiana" "US" 39.62550777 -84.92497066 282 2 0 280
"1402" "Indiana" "US" 38.02658833 -87.58763124 10166 127 0 10039
"1403" "Indiana" "US" 39.8523352 -87.46160542 677 7 0 670
"1404" "Indiana" "US" 39.42944561 -87.39169027 6347 91 0 6256
"1405" "Indiana" "US" 40.84704239 -85.79328272 1752 22 0 1730
"1406" "Indiana" "US" 40.34728141 -87.35602659 258 3 0 255
"1407" "Indiana" "US" 38.08922676 -87.2716085 3401 73 0 3328
"1408" "Indiana" "US" 38.60219804 -86.1049363 826 7 0 819
"1409" "Indiana" "US" 39.8633444 -85.01044989 3323 84 0 3239
"1410" "Indiana" "US" 40.72934187 -85.22132966 1323 30 0 1293
"1411" "Indiana" "US" 40.74911165 -86.86492015 1334 22 0 1312
"1412" "Indiana" "US" 41.13863784 -85.50791236 1443 15 0 1428
"1413" "Iowa" "US" 41.33075609 -94.47105874 440 8 0 432
"1414" "Iowa" "US" 41.02903567 -94.69932645 169 2 0 167
"1415" "Iowa" "US" 43.28383218 -91.37860922 799 11 0 788
"1416" "Iowa" "US" 40.74324454 -92.86865906 787 10 0 777
"1417" "Iowa" "US" 41.6844628 -94.90581859 295 2 0 293
"1418" "Iowa" "US" 42.08011739 -92.06463573 1695 19 0 1676
"1419" "Iowa" "US" 42.4704581 -92.30524729 10849 134 0 10715
"1420" "Iowa" "US" 42.03657094 -93.9313999 1363 11 0 1352
"1421" "Iowa" "US" 42.77461496 -92.31795937 1942 12 0 1930
"1422" "Iowa" "US" 42.4709188 -91.83510825 1164 10 0 1154
"1423" "Iowa" "US" 42.73545875 -95.15100162 3041 14 0 3027
"1424" "Iowa" "US" 42.73172833 -92.79015971 1011 6 0 1005
"1425" "Iowa" "US" 42.38521079 -94.64046046 1061 7 0 1054
"1426" "Iowa" "US" 42.03617207 -94.86032705 1973 22 0 1951
"1427" "Iowa" "US" 41.33149454 -94.92792482 808 23 0 785
"1428" "Iowa" "US" 41.77233777 -91.13246684 1074 13 0 1061
"1429" "Iowa" "US" 43.08177563 -93.2612239 3515 44 0 3471
"1430" "Iowa" "US" 42.73538914 -95.62389402 837 4 0 833
"1431" "Iowa" "US" 43.06001295 -92.31773347 849 4 0 845
"1432" "Iowa" "US" 41.02868181 -93.78499767 482 4 0 478
"1433" "Iowa" "US" 43.08247182 -95.15096481 1171 4 0 1167
"1434" "Iowa" "US" 42.84443388 -91.34133693 1110 5 0 1105
"1435" "Iowa" "US" 41.89981633 -90.53275096 3275 40 0 3235
"1436" "Iowa" "US" 42.03718237 -95.3819718 1743 16 0 1727
"1437" "Iowa" "US" 41.68560356 -94.04127625 6336 57 0 6279
"1438" "Iowa" "US" 40.74773536 -92.41005468 461 9 0 452
"1439" "Iowa" "US" 40.73742757 -93.78645949 316 0 0 316
"1440" "Iowa" "US" 42.47104597 -91.3664492 1432 21 0 1411
"1441" "Iowa" "US" 40.92012606 -91.18326592 2879 20 0 2859
"1442" "Iowa" "US" 43.37787725 -95.1510206 1382 10 0 1372
"1443" "Iowa" "US" 42.46815349 -90.88181925 9182 91 0 9091
"1444" "Iowa" "US" 43.37782951 -94.67858943 760 24 0 736
"1445" "Iowa" "US" 42.86271799 -91.8441231 1033 10 0 1023
"1446" "Iowa" "US" 43.0600053 -92.78940097 1041 16 0 1025
"1447" "Iowa" "US" 42.73270384 -93.26256925 735 21 0 714
"1448" "Iowa" "US" 40.7454272 -95.60129045 357 3 0 354
"1449" "Iowa" "US" 42.03614551 -94.39658081 522 0 0 522
"1450" "Iowa" "US" 42.40183723 -92.78829551 856 11 0 845
"1451" "Iowa" "US" 41.68378965 -94.50111014 752 15 0 737
"1452" "Iowa" "US" 42.38382428 -93.70197703 1105 9 0 1096
"1453" "Iowa" "US" 43.08178477 -93.73454884 860 7 0 853
"1454" "Iowa" "US" 42.38353877 -93.23654611 1150 10 0 1140
"1455" "Iowa" "US" 41.68330137 -95.81558439 1067 29 0 1038
"1456" "Iowa" "US" 40.98767962 -91.54436349 1822 7 0 1815
"1457" "Iowa" "US" 43.35671042 -92.31702714 552 9 0 543
"1458" "Iowa" "US" 42.7764426 -94.20722537 769 5 0 764
"1459" "Iowa" "US" 42.38696136 -95.51355387 487 13 0 474
"1460" "Iowa" "US" 41.68630265 -92.0643373 946 12 0 934
"1461" "Iowa" "US" 42.17178824 -90.57354837 1443 13 0 1430
"1462" "Iowa" "US" 41.68576082 -93.05567785 2174 43 0 2131
"1463" "Iowa" "US" 41.03192394 -91.94849466 711 2 0 709
"1464" "Iowa" "US" 41.67169354 -91.58754744 9486 36 0 9450
"1465" "Iowa" "US" 42.12118609 -91.13139641 2298 13 0 2285
"1466" "Iowa" "US" 41.33649833 -92.1785067 596 7 0 589
"1467" "Iowa" "US" 43.20405458 -94.20691791 1056 6 0 1050
"1468" "Iowa" "US" 40.64181461 -91.48183025 2022 17 0 2005
"1469" "Iowa" "US" 42.07923082 -91.59809485 14206 164 0 14042
"1470" "Iowa" "US" 41.21842119 -91.26102611 858 16 0 842
"1471" "Iowa" "US" 41.02958964 -93.32780803 323 6 0 317
"1472" "Iowa" "US" 43.38107862 -96.20926845 1026 8 0 1018
"1473" "Iowa" "US" 41.33081904 -94.01554631 680 4 0 676
"1474" "Iowa" "US" 41.33521503 -92.64083907 1267 27 0 1240
"1475" "Iowa" "US" 41.33445101 -93.09934783 2043 20 0 2023
"1476" "Iowa" "US" 42.03586837 -92.9990819 3478 46 0 3432
"1477" "Iowa" "US" 41.03299766 -95.61920963 1040 7 0 1033
"1478" "Iowa" "US" 43.35638371 -92.78887719 788 4 0 784
"1479" "Iowa" "US" 42.05220391 -95.95743843 433 2 0 431
"1480" "Iowa" "US" 41.02988815 -92.8690667 443 12 0 431
"1481" "Iowa" "US" 41.03018714 -95.15642896 462 11 0 451
"1482" "Iowa" "US" 41.48370744 -91.1121697 2864 68 0 2796
"1483" "Iowa" "US" 43.08310673 -95.62474482 1282 30 0 1252
"1484" "Iowa" "US" 43.37824276 -95.62422844 521 1 0 520
"1485" "Iowa" "US" 40.7393172 -95.1497813 1129 4 0 1125
"1486" "Iowa" "US" 43.08193849 -94.67824621 651 4 0 647
"1487" "Iowa" "US" 42.737633 -96.21366621 2742 42 0 2700
"1488" "Iowa" "US" 42.73420133 -94.67862564 557 4 0 553
"1489" "Iowa" "US" 41.68679484 -93.57767461 33451 334 0 33117
"1490" "Iowa" "US" 41.33640314 -95.53907776 6245 70 0 6175
"1491" "Iowa" "US" 41.68625425 -92.53155731 989 13 0 976
"1492" "Iowa" "US" 40.73518949 -94.24368535 211 2 0 209
"1493" "Iowa" "US" 42.38624071 -95.10547892 857 8 0 849
"1494" "Iowa" "US" 41.63935978 -90.61959493 11163 85 0 11078
"1495" "Iowa" "US" 41.6850066 -95.31015553 762 11 0 751
"1496" "Iowa" "US" 43.08221074 -96.1767568 3691 25 0 3666
"1497" "Iowa" "US" 42.03621213 -93.46499005 6776 21 0 6755
"1498" "Iowa" "US" 42.07991767 -92.53266945 1538 40 0 1498
"1499" "Iowa" "US" 40.73710579 -94.69778563 464 3 0 461
"1500" "Iowa" "US" 41.0277278 -94.24234847 767 6 0 761
"1501" "Iowa" "US" 40.75326764 -91.95017958 355 5 0 350
"1502" "Iowa" "US" 41.03064984 -92.40954728 2550 71 0 2479
"1503" "Iowa" "US" 41.33559454 -93.56007641 2796 11 0 2785
"1504" "Iowa" "US" 41.33577126 -91.71725711 1402 14 0 1388
"1505" "Iowa" "US" 40.73969028 -93.32752197 298 7 0 291
"1506" "Iowa" "US" 42.42853483 -94.17987389 3578 33 0 3545
"1507" "Iowa" "US" 43.37751174 -93.73407298 917 23 0 894
"1508" "Iowa" "US" 43.29094334 -91.84422722 962 12 0 950
"1509" "Iowa" "US" 42.38979414 -96.0459439 10323 124 0 10199
"1510" "Iowa" "US" 43.37750768 -93.26087602 355 0 0 355
"1511" "Iowa" "US" 42.73305373 -93.73515113 1233 6 0 1227
"1512" "Kansas" "US" 37.88582951 -95.30030847 348 1 0 347
"1513" "Kansas" "US" 38.21413251 -95.29272815 375 0 0 375
"1514" "Kansas" "US" 39.53185661 -95.30870026 850 9 0 841
"1515" "Kansas" "US" 37.2288586 -98.68460053 192 0 0 192
"1516" "Kansas" "US" 38.47889676 -98.75636726 1652 13 0 1639
"1517" "Kansas" "US" 37.85508555 -94.84865997 543 3 0 540
"1518" "Kansas" "US" 39.82652589 -95.56421698 725 7 0 718
"1519" "Kansas" "US" 37.78134351 -96.83878537 3354 11 0 3343
"1520" "Kansas" "US" 38.30292938 -96.59563862 160 3 0 157
"1521" "Kansas" "US" 37.14994405 -96.2454192 81 1 0 80
"1522" "Kansas" "US" 37.16928494 -94.8462897 1124 9 0 1115
"1523" "Kansas" "US" 39.78580976 -101.7318201 207 9 0 198
"1524" "Kansas" "US" 37.23577007 -99.81883015 130 4 0 126
"1525" "Kansas" "US" 39.34948772 -97.16518128 424 10 0 414
"1526" "Kansas" "US" 39.48028352 -97.64925343 591 4 0 587
"1527" "Kansas" "US" 38.2365018 -95.73379515 301 9 0 292
"1528" "Kansas" "US" 37.1911452 -99.27113247 71 0 0 71
"1529" "Kansas" "US" 37.23781842 -96.83776647 1579 10 0 1569
"1530" "Kansas" "US" 37.50675523 -94.85245778 2350 17 0 2333
"1531" "Kansas" "US" 39.78468441 -100.4594081 198 1 0 197
"1532" "Kansas" "US" 38.86600962 -97.15532383 719 9 0 710
"1533" "Kansas" "US" 39.79067154 -95.14056866 503 2 0 501
"1534" "Kansas" "US" 38.88503636 -95.2925121 4776 24 0 4752
"1535" "Kansas" "US" 37.88735543 -99.31263309 168 0 0 168
"1536" "Kansas" "US" 37.45338105 -96.24369667 54 0 0 54
"1537" "Kansas" "US" 38.91458712 -99.31751551 2347 28 0 2319
"1538" "Kansas" "US" 38.69677695 -98.20462799 697 4 0 693
"1539" "Kansas" "US" 38.04340344 -100.7381938 4622 23 0 4599
"1540" "Kansas" "US" 37.69200114 -99.88825298 4598 13 0 4585
"1541" "Kansas" "US" 38.56443815 -95.28644341 1091 15 0 1076
"1542" "Kansas" "US" 38.99871131 -96.7577178 962 5 0 957
"1543" "Kansas" "US" 38.91588178 -100.4829321 297 20 0 277
"1544" "Kansas" "US" 39.34987223 -99.88332493 155 2 0 153
"1545" "Kansas" "US" 37.56227336 -101.3079758 739 10 0 729
"1546" "Kansas" "US" 37.73836671 -100.4369088 398 4 0 394
"1547" "Kansas" "US" 38.4808095 -101.8061079 85 0 0 85
"1548" "Kansas" "US" 37.8774388 -96.23250453 197 1 0 196
"1549" "Kansas" "US" 37.99978709 -101.7921066 148 0 0 148
"1550" "Kansas" "US" 37.19175361 -98.07578384 313 8 0 305
"1551" "Kansas" "US" 38.04293782 -97.42747573 1796 15 0 1781
"1552" "Kansas" "US" 37.5620394 -100.8710738 262 1 0 261
"1553" "Kansas" "US" 38.08780079 -99.89829881 135 0 0 135
"1554" "Kansas" "US" 39.41673394 -95.79356799 682 4 0 678
"1555" "Kansas" "US" 39.2347941 -95.38289232 703 7 0 696
"1556" "Kansas" "US" 39.78470589 -98.21820662 70 1 0 69
"1557" "Kansas" "US" 38.88548175 -94.82250877 26731 285 0 26446
"1558" "Kansas" "US" 38.00017981 -101.321681 562 8 0 554
"1559" "Kansas" "US" 37.55909527 -98.13638678 368 4 0 364
"1560" "Kansas" "US" 37.55848695 -99.2856537 106 0 0 106
"1561" "Kansas" "US" 37.19113093 -95.29849679 847 6 0 841
"1562" "Kansas" "US" 38.48119447 -100.4660754 76 0 0 76
"1563" "Kansas" "US" 39.20183497 -95.03620809 3729 31 0 3698
"1564" "Kansas" "US" 39.04549684 -98.20756994 78 1 0 77
"1565" "Kansas" "US" 38.21267844 -94.84254089 295 1 0 294
"1566" "Kansas" "US" 38.91735806 -101.148475 227 0 0 227
"1567" "Kansas" "US" 38.45576156 -96.15275715 2598 47 0 2551
"1568" "Kansas" "US" 38.35855394 -97.0985251 419 1 0 418
"1569" "Kansas" "US" 39.78359669 -96.52278974 449 0 0 449
"1570" "Kansas" "US" 38.39184858 -97.64769869 1380 9 0 1371
"1571" "Kansas" "US" 37.23859987 -100.364831 303 2 0 301
"1572" "Kansas" "US" 38.56383358 -94.83832189 1013 2 0 1011
"1573" "Kansas" "US" 39.39331582 -98.20906732 204 0 0 204
"1574" "Kansas" "US" 37.19236568 -95.74329258 1128 6 0 1122
"1575" "Kansas" "US" 38.68827511 -96.65128437 166 1 0 165
"1576" "Kansas" "US" 37.19141121 -101.7992519 164 6 0 158
"1577" "Kansas" "US" 39.78345387 -96.01392079 1012 15 0 997
"1578" "Kansas" "US" 37.55862897 -95.30670046 667 0 0 667
"1579" "Kansas" "US" 38.47974157 -99.91547333 269 10 0 259
"1580" "Kansas" "US" 39.78443827 -99.90286639 1070 23 0 1047
"1581" "Kansas" "US" 38.65235984 -95.72707998 514 6 0 508
"1582" "Kansas" "US" 39.3503437 -98.76753828 84 0 0 84
"1583" "Kansas" "US" 39.13237408 -97.65020313 242 0 0 242
"1584" "Kansas" "US" 38.18108732 -99.23692334 660 1 0 659
"1585" "Kansas" "US" 39.78465501 -99.34668865 425 10 0 415
"1586" "Kansas" "US" 39.37925655 -96.34564657 676 2 0 674
"1587" "Kansas" "US" 37.64780729 -98.73922153 484 7 0 477
"1588" "Kansas" "US" 39.78525843 -101.0761617 199 2 0 197
"1589" "Kansas" "US" 37.95230263 -98.08607292 4872 49 0 4823
"1590" "Kansas" "US" 39.82799632 -97.65036709 318 3 0 315
"1591" "Kansas" "US" 38.34616184 -98.19992118 447 1 0 446
"1592" "Kansas" "US" 39.28935726 -96.73420026 3564 14 0 3550
"1593" "Kansas" "US" 39.35022773 -99.32484567 347 7 0 340
"1594" "Kansas" "US" 38.52275276 -99.30863983 251 0 0 251
"1595" "Kansas" "US" 38.91462787 -98.76254297 533 13 0 520
"1596" "Kansas" "US" 38.78369175 -97.65185177 2360 20 0 2340
"1597" "Kansas" "US" 38.48222076 -100.9066539 346 3 0 343
"1598" "Kansas" "US" 37.6842718 -97.4608198 27049 150 0 26899
"1599" "Kansas" "US" 37.19324632 -100.8507201 2952 13 0 2939
"1600" "Kansas" "US" 39.04100763 -95.7557264 7546 125 0 7421
"1601" "Kansas" "US" 39.35018161 -100.4418259 314 0 0 314
"1602" "Kansas" "US" 39.35147699 -101.7197624 443 7 0 436
"1603" "Kansas" "US" 39.78516566 -98.78566062 139 1 0 138
"1604" "Kansas" "US" 38.03100851 -98.71762001 205 1 0 204
"1605" "Kansas" "US" 37.56304714 -101.7843534 145 2 0 143
"1606" "Kansas" "US" 37.1923008 -101.3118967 430 3 0 427
"1607" "Kansas" "US" 37.23682549 -97.47721621 774 6 0 768
"1608" "Kansas" "US" 39.35107575 -101.0553705 672 6 0 666
"1609" "Kansas" "US" 38.91467218 -99.87284448 214 3 0 211
"1610" "Kansas" "US" 38.95471985 -96.20350509 299 2 0 297
"1611" "Kansas" "US" 38.91686134 -101.7638876 137 0 0 137
"1612" "Kansas" "US" 39.78420784 -97.0875323 318 6 0 312
"1613" "Kansas" "US" 38.48178252 -101.3471509 144 2 0 142
"1614" "Kansas" "US" 37.55937174 -95.74323255 287 4 0 283
"1615" "Kansas" "US" 37.8865336 -95.74006277 65 0 0 65
"1616" "Kansas" "US" 39.11727348 -94.76378225 11412 178 0 11234
"1617" "Kentucky" "US" 37.10459774 -85.28129668 742 23 0 719
"1618" "Kentucky" "US" 36.75197631 -86.19457544 719 13 0 706
"1619" "Kentucky" "US" 38.00671029 -84.99171713 503 1 0 502
"1620" "Kentucky" "US" 37.05842757 -88.99427697 142 2 0 140
"1621" "Kentucky" "US" 36.96469836 -85.93338945 1951 28 0 1923
"1622" "Kentucky" "US" 38.14735938 -83.74588932 265 1 0 264
"1623" "Kentucky" "US" 36.73355174 -83.67766671 1232 19 0 1213
"1624" "Kentucky" "US" 38.97065142 -84.72615357 4537 29 0 4508
"1625" "Kentucky" "US" 38.2054607 -84.21827874 536 1 0 535
"1626" "Kentucky" "US" 38.36176608 -82.68652187 1712 24 0 1688
"1627" "Kentucky" "US" 37.62680923 -84.8633779 929 0 0 929
"1628" "Kentucky" "US" 38.69158994 -84.08532444 146 3 0 143
"1629" "Kentucky" "US" 37.52333168 -83.31959161 349 3 0 346
"1630" "Kentucky" "US" 37.77377239 -86.42885017 435 4 0 431
"1631" "Kentucky" "US" 37.97162523 -85.68955617 2804 22 0 2782
"1632" "Kentucky" "US" 37.20946153 -86.68748787 575 16 0 559
"1633" "Kentucky" "US" 37.14749129 -87.86948214 556 1 0 555
"1634" "Kentucky" "US" 36.62093411 -88.2731593 1721 16 0 1705
"1635" "Kentucky" "US" 38.94384345 -84.37875208 2782 20 0 2762
"1636" "Kentucky" "US" 36.85372876 -88.9669222 200 1 0 199
"1637" "Kentucky" "US" 38.66599534 -85.12601074 343 6 0 337
"1638" "Kentucky" "US" 38.31690743 -83.05092385 738 5 0 733
"1639" "Kentucky" "US" 37.32533118 -84.92726209 502 16 0 486
"1640" "Kentucky" "US" 36.89267803 -87.49055367 2918 39 0 2879
"1641" "Kentucky" "US" 37.9689263 -84.14615986 905 12 0 893
"1642" "Kentucky" "US" 37.16451126 -83.712575 975 8 0 967
"1643" "Kentucky" "US" 36.72581156 -85.13377529 390 4 0 386
"1644" "Kentucky" "US" 37.35839237 -88.0882609 243 1 0 242
"1645" "Kentucky" "US" 36.78926125 -85.39050034 217 0 0 217
"1646" "Kentucky" "US" 37.73028906 -87.0901948 3335 46 0 3289
"1647" "Kentucky" "US" 37.21218923 -86.23955613 361 13 0 348
"1648" "Kentucky" "US" 38.11624059 -83.09771563 594 0 0 594
"1649" "Kentucky" "US" 37.69241417 -83.95956369 466 0 0 466
"1650" "Kentucky" "US" 38.0368225 -84.45576892 16920 106 0 16814
"1651" "Kentucky" "US" 38.36758311 -83.69657514 345 0 0 345
"1652" "Kentucky" "US" 37.56213922 -82.74750924 1216 7 0 1209
"1653" "Kentucky" "US" 38.2379395 -84.87962551 1394 14 0 1380
"1654" "Kentucky" "US" 36.55238827 -89.20140068 294 3 0 291
"1655" "Kentucky" "US" 38.75398691 -84.8558382 225 9 0 216
"1656" "Kentucky" "US" 37.6388668 -84.53289319 588 4 0 584
"1657" "Kentucky" "US" 38.64962758 -84.62415957 631 6 0 625
"1658" "Kentucky" "US" 36.72292505 -88.65143315 1790 36 0 1754
"1659" "Kentucky" "US" 37.46231118 -86.34248968 920 19 0 901
"1660" "Kentucky" "US" 37.26484328 -85.5540745 486 10 0 476
"1661" "Kentucky" "US" 38.54332505 -82.9215658 1368 12 0 1356
"1662" "Kentucky" "US" 37.83766422 -86.78280584 299 9 0 290
"1663" "Kentucky" "US" 37.6976111 -85.96319251 4096 31 0 4065
"1664" "Kentucky" "US" 36.85699301 -83.21899516 881 15 0 866
"1665" "Kentucky" "US" 38.44188174 -84.32869741 461 1 0 460
"1666" "Kentucky" "US" 37.29943898 -85.88461055 762 4 0 758
"1667" "Kentucky" "US" 37.79344553 -87.57392021 2007 36 0 1971
"1668" "Kentucky" "US" 38.44942688 -85.11587507 493 3 0 490
"1669" "Kentucky" "US" 36.6794808 -88.97875928 154 2 0 152
"1670" "Kentucky" "US" 37.30939025 -87.54670406 1797 46 0 1751
"1671" "Kentucky" "US" 37.41866422 -83.99825483 646 17 0 629
"1672" "Kentucky" "US" 38.18664655 -85.65931031 36419 444 0 35975
"1673" "Kentucky" "US" 37.87119786 -84.58252003 1737 30 0 1707
"1674" "Kentucky" "US" 37.85106355 -82.8264322 748 4 0 744
"1675" "Kentucky" "US" 38.93950319 -84.53241199 5294 58 0 5236
"1676" "Kentucky" "US" 37.35388197 -82.94981134 557 9 0 548
"1677" "Kentucky" "US" 36.89225732 -83.85403396 1186 10 0 1176
"1678" "Kentucky" "US" 37.54567114 -85.70138352 560 1 0 559
