"Province_State" "Country_Region" "Lat" "Long_" "Confirmed" "Deaths" "Recovered" "Active"
"2983" "Puerto Rico" "US" 18.171795 -66.942126 52 0 0 52
"2984" "Puerto Rico" "US" 18.017889 -65.922235 100 0 0 100
"2985" "Puerto Rico" "US" 18.2013 -67.1452 714 0 0 714
"2986" "Puerto Rico" "US" 18.377805 -67.080952 481 0 0 481
"2987" "Puerto Rico" "US" 18.316963 -66.420383 537 0 0 537
"2988" "Puerto Rico" "US" 18.230637 -65.753897 324 0 0 324
"2989" "Puerto Rico" "US" 18.288019 -66.252703 561 0 0 561
"2990" "Puerto Rico" "US" 18.215046 -66.433604 312 0 0 312
"2991" "Puerto Rico" "US" 18.03174 -66.012242 112 0 0 112
"2992" "Puerto Rico" "US" 18.059645 -66.721572 171 0 0 171
"2993" "Puerto Rico" "US" 18.059498 -66.613748 942 0 0 942
"2994" "Puerto Rico" "US" 18.439692 -66.926113 286 0 0 286
"2995" "Puerto Rico" "US" 18.335443 -67.23174 162 0 0 162
"2996" "Puerto Rico" "US" 18.346329 -65.813742 638 0 0 638
"2997" "Puerto Rico" "US" 18.08282 -66.943758 117 0 0 117
"2998" "Puerto Rico" "US" 18.010387 -66.256592 245 0 0 245
"2999" "Puerto Rico" "US" 18.111484 -67.038581 191 0 0 191
"3000" "Puerto Rico" "US" 18.386933 -66.061128 8514 0 0 8514
"3001" "Puerto Rico" "US" 18.147987 -65.976392 627 0 0 627
"3002" "Puerto Rico" "US" 18.328646 -66.971214 516 0 0 516
"3003" "Puerto Rico" "US" 17.994525 -66.388913 131 0 0 131
"3004" "Puerto Rico" "US" 18.362406 -66.246616 1523 0 0 1523
"3005" "Puerto Rico" "US" 18.431446 -66.213553 1588 0 0 1588
"3006" "Puerto Rico" "US" 18.336159 -65.998884 1338 0 0 1338
"3007" "Puerto Rico" "US" 18.271214 -66.702984 266 0 0 266
"3008" "Puerto Rico" "US" 18.409346 -66.33725 739 0 0 739
"3009" "Puerto Rico" "US" 18.428262 -66.397924 1158 0 0 1158
"3010" "Puerto Rico" "US" 18.123276 -65.440971 26 0 0 26
"3011" "Puerto Rico" "US" 18.127951 -66.473115 355 0 0 355
"3012" "Puerto Rico" "US" 18.070399 -65.896289 293 0 0 293
"3013" "Puerto Rico" "US" 18.080374 -66.858814 312 0 0 312
"3014" "Rhode Island" "US" 41.71018079 -71.28652315 1244 38 0 1206
"3015" "Rhode Island" "US" 41.67106337 -71.57641596 5180 138 0 5042
"3016" "Rhode Island" "US" 41.5642026 -71.26569799 1217 10 0 1207
"3017" "Rhode Island" "US" 41.87064746 -71.57753536 35980 1028 0 34952
"3018" "Rhode Island" "US" 41.45961631 -71.61435303 2223 86 0 2137
"3019" "South Carolina" "US" 34.22333378 -82.46170658 960 22 0 938
"3020" "South Carolina" "US" 33.54338026 -81.63645384 6309 98 0 6211
"3021" "South Carolina" "US" 32.98837386 -81.35321066 445 9 0 436
"3022" "South Carolina" "US" 34.51828081 -82.63959517 7958 225 0 7733
"3023" "South Carolina" "US" 33.21927586 -81.05659969 743 37 0 706
"3024" "South Carolina" "US" 33.26679302 -81.43584352 969 26 0 943
"3025" "South Carolina" "US" 32.39226291 -80.72619758 7096 94 0 7002
"3026" "South Carolina" "US" 33.20222596 -79.94654523 7095 103 0 6992
"3027" "South Carolina" "US" 33.66926881 -80.77722168 553 18 0 535
"3028" "South Carolina" "US" 32.82487866 -79.96512315 19863 293 0 19570
"3029" "South Carolina" "US" 35.05122251 -81.61828622 2085 64 0 2021
"3030" "South Carolina" "US" 34.69249168 -81.1583216 1539 33 0 1506
"3031" "South Carolina" "US" 34.64137396 -80.1564014 1749 52 0 1697
"3032" "South Carolina" "US" 33.66610974 -80.21647898 1381 69 0 1312
"3033" "South Carolina" "US" 32.87582989 -80.67641292 1476 49 0 1427
"3034" "South Carolina" "US" 34.33358335 -79.96027485 2983 71 0 2912
"3035" "South Carolina" "US" 34.39007791 -79.37741872 1532 52 0 1480
"3036" "South Carolina" "US" 33.0794369 -80.40502652 5794 109 0 5685
"3037" "South Carolina" "US" 33.77221995 -81.96231108 1164 22 0 1142
"3038" "South Carolina" "US" 34.39287073 -81.1195624 1040 44 0 996
"3039" "South Carolina" "US" 34.02361754 -79.70189312 6680 214 0 6466
"3040" "South Carolina" "US" 33.43443342 -79.33202141 2757 67 0 2690
"3041" "South Carolina" "US" 34.89502264 -82.37295012 23609 402 0 23207
"3042" "South Carolina" "US" 34.15272415 -82.12715789 3042 84 0 2958
"3043" "South Carolina" "US" 32.77419582 -81.13845571 857 33 0 824
"3044" "South Carolina" "US" 33.9212828 -78.99555293 14740 267 0 14473
"3045" "South Carolina" "US" 32.43171982 -81.02487495 1062 23 0 1039
"3046" "South Carolina" "US" 34.33988254 -80.58763164 2935 64 0 2871
"3047" "South Carolina" "US" 34.68270843 -80.70513032 3474 64 0 3410
"3048" "South Carolina" "US" 34.48244419 -82.00490796 2482 67 0 2415
"3049" "South Carolina" "US" 34.16393091 -80.25690731 871 37 0 834
"3050" "South Carolina" "US" 33.89665987 -81.27146426 11275 228 0 11047
"3051" "South Carolina" "US" 34.07859748 -79.36400756 1311 49 0 1262
"3052" "South Carolina" "US" 34.59905577 -79.67561152 1408 18 0 1390
"3053" "South Carolina" "US" 33.90161443 -82.30794338 337 7 0 330
"3054" "South Carolina" "US" 34.28629098 -81.59935761 2096 64 0 2032
"3055" "South Carolina" "US" 34.75225169 -83.06742317 3323 40 0 3283
"3056" "South Carolina" "US" 33.4391073 -80.79886287 3780 133 0 3647
"3057" "South Carolina" "US" 34.88807695 -82.72791551 6383 84 0 6299
"3058" "South Carolina" "US" 34.01791263 -80.90267209 20241 300 0 19941
"3059" "South Carolina" "US" 34.00795823 -81.72713237 799 26 0 773
"3060" "South Carolina" "US" 34.92960077 -81.99225984 12291 275 0 12016
"3061" "South Carolina" "US" 33.91826534 -80.37942316 4159 100 0 4059
"3062" "South Carolina" "US" 34.68835752 -81.61730349 1049 26 0 1023
"3063" "South Carolina" "US" 33.62190129 -79.72767442 1631 50 0 1581
"3064" "South Carolina" "US" 34.97281497 -81.18085944 9585 134 0 9451
"3065" "South Dakota" "US" 43.71757685 -98.56050467 356 5 0 351
"3066" "South Dakota" "US" 44.41464384 -98.27858469 2255 29 0 2226
"3067" "South Dakota" "US" 43.19486375 -101.6665572 313 5 0 308
"3068" "South Dakota" "US" 42.98914167 -97.88592746 1359 14 0 1345
"3069" "South Dakota" "US" 44.36974375 -96.79079945 2404 16 0 2388
"3070" "South Dakota" "US" 45.58994323 -98.35165355 3588 21 0 3567
"3071" "South Dakota" "US" 43.71756379 -99.08118954 563 5 0 558
"3072" "South Dakota" "US" 44.07657829 -99.20814467 376 8 0 368
"3073" "South Dakota" "US" 44.90608745 -103.5079318 708 13 0 695
"3074" "South Dakota" "US" 45.77074915 -100.0510181 103 1 0 102
"3075" "South Dakota" "US" 43.20660134 -98.58856175 850 5 0 845
"3076" "South Dakota" "US" 44.85834507 -97.72925109 250 1 0 249
"3077" "South Dakota" "US" 42.91296147 -96.97656917 1349 10 0 1339
"3078" "South Dakota" "US" 44.97788119 -97.18827677 2626 50 0 2576
"3079" "South Dakota" "US" 45.70889983 -101.1970473 377 5 0 372
"3080" "South Dakota" "US" 43.67741105 -103.4534521 533 7 0 526
"3081" "South Dakota" "US" 43.67490933 -98.14458906 2375 36 0 2339
"3082" "South Dakota" "US" 45.367281 -97.60737498 368 9 0 359
"3083" "South Dakota" "US" 44.75994309 -96.66943645 302 2 0 300
"3084" "South Dakota" "US" 45.15639647 -100.8709139 822 3 0 819
"3085" "South Dakota" "US" 43.38520741 -98.36978007 293 5 0 288
"3086" "South Dakota" "US" 45.41846445 -99.21545423 245 2 0 243
"3087" "South Dakota" "US" 43.23929297 -103.5275691 359 9 0 350
"3088" "South Dakota" "US" 45.07082625 -99.14535601 277 10 0 267
"3089" "South Dakota" "US" 45.1723937 -96.77002276 610 12 0 598
"3090" "South Dakota" "US" 43.19419064 -99.18883902 435 20 0 415
"3091" "South Dakota" "US" 44.29299053 -101.539099 140 3 0 137
"3092" "South Dakota" "US" 44.67385954 -97.18829593 476 4 0 472
"3093" "South Dakota" "US" 44.54708407 -99.00386459 281 1 0 280
"3094" "South Dakota" "US" 43.6746384 -97.78715148 261 2 0 259
"3095" "South Dakota" "US" 45.58015551 -103.4958629 72 0 0 72
"3096" "South Dakota" "US" 44.39091534 -99.99661148 1640 18 0 1622
"3097" "South Dakota" "US" 43.33449012 -97.75536441 562 8 0 554
"3098" "South Dakota" "US" 44.54747703 -99.48572582 124 0 0 124
"3099" "South Dakota" "US" 43.69318385 -101.6255063 198 8 0 190
"3100" "South Dakota" "US" 44.06637798 -98.62965972 237 13 0 224
"3101" "South Dakota" "US" 43.96278565 -100.6940008 61 0 0 61
"3102" "South Dakota" "US" 44.36956169 -97.4913945 437 9 0 428
"3103" "South Dakota" "US" 44.02193107 -97.12926365 853 10 0 843
"3104" "South Dakota" "US" 44.35919441 -103.7929428 1978 22 0 1956
"3105" "South Dakota" "US" 43.27841182 -96.7203905 5353 51 0 5302
"3106" "South Dakota" "US" 43.89522709 -99.85201878 452 8 0 444
"3107" "South Dakota" "US" 45.75870838 -97.59855639 176 3 0 173
"3108" "South Dakota" "US" 43.6742571 -97.36863144 589 15 0 574
"3109" "South Dakota" "US" 45.76626028 -99.22118798 148 1 0 147
"3110" "South Dakota" "US" 44.56676791 -102.7162741 1715 13 0 1702
"3111" "South Dakota" "US" 43.58078848 -100.7563186 172 1 0 171
"3112" "South Dakota" "US" 44.02197882 -97.60992207 188 5 0 183
"3113" "South Dakota" "US" 43.67441641 -96.7910885 20247 183 0 20064
"3114" "South Dakota" "US" 44.02266214 -96.67081159 413 10 0 403
"3115" "South Dakota" "US" 43.33749164 -102.5555498 1619 23 0 1596
"3116" "South Dakota" "US" 44.0025835 -102.8240777 8465 77 0 8388
"3117" "South Dakota" "US" 45.49049506 -102.4755586 188 2 0 186
"3118" "South Dakota" "US" 45.06583079 -99.95498503 265 1 0 264
"3119" "South Dakota" "US" 45.62975048 -96.94672673 698 19 0 679
"3120" "South Dakota" "US" 44.02351092 -98.0909816 270 1 0 269
"3121" "South Dakota" "US" 44.93837606 -98.34626602 548 14 0 534
"3122" "South Dakota" "US" 44.41381872 -100.7349153 227 0 0 227
"3123" "South Dakota" "US" 44.71571812 -100.1278092 91 3 0 88
"3124" "South Dakota" "US" 43.19338568 -100.7195503 941 12 0 929
"3125" "South Dakota" "US" 43.34459388 -99.8854891 505 4 0 501
"3126" "South Dakota" "US" 43.3109081 -97.14865776 777 42 0 735
"3127" "South Dakota" "US" 42.83112163 -96.6557828 1237 25 0 1212
"3128" "South Dakota" "US" 45.43019636 -100.0307514 476 12 0 464
"3129" "South Dakota" "US" 43.00924485 -97.39467635 1751 9 0 1742
"3130" "South Dakota" "US" 44.97881876 -101.6654622 172 7 0 165
"3131" "Tennessee" "US" 36.12684348 -84.19965764 2946 29 0 2917
"3132" "Tennessee" "US" 35.51123746 -86.45549096 2756 30 0 2726
"3133" "Tennessee" "US" 36.07110411 -88.06849355 813 14 0 799
"3134" "Tennessee" "US" 35.59942968 -85.20611967 1174 5 0 1169
"3135" "Tennessee" "US" 35.68938198 -83.92847788 5491 60 0 5431
"3136" "Tennessee" "US" 35.15739424 -84.857186 5197 35 0 5162
"3137" "Tennessee" "US" 36.40355516 -84.1510856 1542 23 0 1519
"3138" "Tennessee" "US" 35.80990797 -86.05738983 766 3 0 763
"3139" "Tennessee" "US" 35.97366108 -88.45189331 1747 34 0 1713
"3140" "Tennessee" "US" 36.28969086 -82.12588974 2724 55 0 2669
"3141" "Tennessee" "US" 36.26136216 -87.08903581 1586 17 0 1569
"3142" "Tennessee" "US" 35.42527478 -88.6095842 1025 20 0 1005
"3143" "Tennessee" "US" 36.48319149 -83.65947309 836 9 0 827
"3144" "Tennessee" "US" 36.55151008 -85.53930419 553 18 0 535
"3145" "Tennessee" "US" 35.9278914 -83.11828725 1606 30 0 1576
"3146" "Tennessee" "US" 35.49090731 -86.07311784 2818 41 0 2777
"3147" "Tennessee" "US" 35.81830662 -89.14916269 1155 26 0 1129
"3148" "Tennessee" "US" 35.95271721 -84.99840585 2572 36 0 2536
"3149" "Tennessee" "US" 36.17007426 -86.78646056 42703 420 0 42283
"3150" "Tennessee" "US" 35.97616272 -85.83689361 1158 22 0 1136
"3151" "Tennessee" "US" 35.60048904 -88.11043779 955 13 0 942
"3152" "Tennessee" "US" 36.14669837 -87.35891709 2891 33 0 2858
"3153" "Tennessee" "US" 36.05931946 -89.41542855 3207 51 0 3156
"3154" "Tennessee" "US" 35.19615831 -89.41399032 2253 38 0 2215
"3155" "Tennessee" "US" 36.38128818 -84.92870012 1219 20 0 1199
"3156" "Tennessee" "US" 35.15634626 -86.09201039 2086 34 0 2052
"3157" "Tennessee" "US" 35.99438059 -88.93358327 3233 65 0 3168
"3158" "Tennessee" "US" 35.20222469 -87.03992678 1469 49 0 1420
"3159" "Tennessee" "US" 36.27469206 -83.51254721 1012 17 0 995
"3160" "Tennessee" "US" 36.17470125 -82.84691273 3082 72 0 3010
"3161" "Tennessee" "US" 35.38433717 -85.72142731 777 14 0 763
"3162" "Tennessee" "US" 36.21990035 -83.26586179 3455 60 0 3395
"3163" "Tennessee" "US" 35.17670231 -85.16652245 16701 152 0 16549
"3164" "Tennessee" "US" 36.52692871 -83.22375847 167 3 0 164
"3165" "Tennessee" "US" 35.20772017 -88.99161161 2247 37 0 2210
"3166" "Tennessee" "US" 35.19732531 -88.18593755 1781 25 0 1756
"3167" "Tennessee" "US" 36.44355426 -82.94885298 1949 34 0 1915
"3168" "Tennessee" "US" 35.58332824 -89.28536625 1629 30 0 1599
"3169" "Tennessee" "US" 35.65581134 -88.38600175 1851 33 0 1818
"3170" "Tennessee" "US" 36.33160906 -88.30121797 1536 19 0 1517
"3171" "Tennessee" "US" 35.80609681 -87.47643507 1182 19 0 1163
"3172" "Tennessee" "US" 36.28872054 -87.71878828 587 20 0 567
"3173" "Tennessee" "US" 36.03958805 -87.77992872 709 8 0 701
"3174" "Tennessee" "US" 36.36380466 -85.67239905 684 10 0 674
"3175" "Tennessee" "US" 36.04818632 -83.45148924 2269 32 0 2237
"3176" "Tennessee" "US" 36.4552395 -81.84886538 1416 21 0 1395
"3177" "Tennessee" "US" 35.99508821 -83.94635435 18764 149 0 18615
"3178" "Tennessee" "US" 36.3418017 -89.48921915 1176 6 0 1170
"3179" "Tennessee" "US" 35.75893438 -89.6301591 2050 23 0 2027
"3180" "Tennessee" "US" 35.21675201 -87.39787695 2700 34 0 2666
"3181" "Tennessee" "US" 35.52853208 -87.49022694 763 14 0 749
"3182" "Tennessee" "US" 35.13738622 -86.58910106 1612 15 0 1597
"3183" "Tennessee" "US" 35.73939663 -84.31145275 2280 19 0 2261
"3184" "Tennessee" "US" 36.53157855 -86.00778595 1840 28 0 1812
"3185" "Tennessee" "US" 35.61181957 -88.84076036 5349 110 0 5239
"3186" "Tennessee" "US" 35.12997174 -85.62265895 1098 19 0 1079
"3187" "Tennessee" "US" 35.45798777 -86.76420988 1744 20 0 1724
"3188" "Tennessee" "US" 35.6187413 -87.07462444 5842 67 0 5775
"3189" "Tennessee" "US" 35.42812616 -84.61520715 2523 55 0 2468
"3190" "Tennessee" "US" 35.17468549 -88.5647812 1402 33 0 1369
"3191" "Tennessee" "US" 35.51558739 -84.81482914 489 13 0 476
"3192" "Tennessee" "US" 35.44550387 -84.24902965 2127 44 0 2083
"3193" "Tennessee" "US" 36.49609412 -87.38550661 6586 83 0 6503
"3194" "Tennessee" "US" 35.27724699 -86.36230578 396 3 0 393
"3195" "Tennessee" "US" 36.13248031 -84.64880098 730 6 0 724
"3196" "Tennessee" "US" 36.35732446 -89.14921589 2659 50 0 2609
"3197" "Tennessee" "US" 36.34117832 -85.28989535 1543 35 0 1508
"3198" "Tennessee" "US" 35.63708728 -87.86139634 483 21 0 462
"3199" "Tennessee" "US" 36.55606529 -85.077633 390 13 0 377
"3200" "Tennessee" "US" 35.12245443 -84.52075859 665 15 0 650
"3201" "Tennessee" "US" 36.14005459 -85.50646123 5913 82 0 5831
"3202" "Tennessee" "US" 35.60536161 -84.93076643 1697 31 0 1666
"3203" "Tennessee" "US" 35.84923189 -84.52458689 2352 29 0 2323
"3204" "Tennessee" "US" 36.52454807 -86.87346725 3774 53 0 3721
"3205" "Tennessee" "US" 35.84591405 -86.4107263 17749 161 0 17588
"3206" "Tennessee" "US" 36.42325673 -84.50360494 1072 7 0 1065
"3207" "Tennessee" "US" 35.36979721 -85.41022136 528 5 0 523
"3208" "Tennessee" "US" 35.78077323 -83.52244332 4848 31 0 4817
"3209" "Tennessee" "US" 35.1864775 -89.89692423 47682 658 0 47024
"3210" "Tennessee" "US" 36.25359775 -85.95411046 1438 19 0 1419
"3211" "Tennessee" "US" 36.50235092 -87.83920548 594 15 0 579
"3212" "Tennessee" "US" 36.51240691 -82.30412917 6439 96 0 6343
"3213" "Tennessee" "US" 36.46824103 -86.45917204 9744 137 0 9607
"3214" "Tennessee" "US" 35.501942 -89.73694895 3659 38 0 3621
"3215" "Tennessee" "US" 36.39026213 -86.16087954 1905 12 0 1893
"3216" "Tennessee" "US" 36.10890856 -82.43709629 858 26 0 832
"3217" "Tennessee" "US" 36.28590426 -83.83651902 719 5 0 714
"3218" "Tennessee" "US" 35.69864497 -85.45221699 367 2 0 365
"3219" "Tennessee" "US" 35.6728299 -85.77969117 2400 20 0 2380
"3220" "Tennessee" "US" 36.29472368 -82.4945472 6000 106 0 5894
"3221" "Tennessee" "US" 35.23868267 -87.78644456 1920 10 0 1910
"3222" "Tennessee" "US" 36.29896232 -88.71990865 2169 37 0 2132
"3223" "Tennessee" "US" 35.92929884 -85.45591799 1769 18 0 1751
"3224" "Tennessee" "US" 35.89099229 -86.89281867 11400 80 0 11320
"3225" "Tennessee" "US" 36.15496772 -86.29775884 7481 78 0 7403
"3226" "Texas" "US" 31.81534745 -95.65354823 3167 49 0 3118
"3227" "Texas" "US" 32.30468633 -102.6376548 1018 13 0 1005
"3228" "Texas" "US" 31.25457347 -94.60901487 2587 99 0 2488
"3229" "Texas" "US" 28.10556197 -96.9995047 407 18 0 389
"3230" "Texas" "US" 33.61569967 -98.68754589 251 2 0 249
"3231" "Texas" "US" 34.96507426 -101.3574874 50 1 0 49
"3232" "Texas" "US" 28.89333001 -98.52730485 1493 41 0 1452
"3233" "Texas" "US" 29.88548725 -96.27736949 604 11 0 593
"3234" "Texas" "US" 34.06854817 -102.8299707 471 6 0 465
"3235" "Texas" "US" 29.74619598 -99.24598147 232 11 0 221
"3236" "Texas" "US" 30.10370699 -97.31206354 2274 36 0 2238
"3237" "Texas" "US" 33.61640794 -99.21352901 54 4 0 50
"3238" "Texas" "US" 28.41761668 -97.74215593 2020 40 0 1980
"3239" "Texas" "US" 31.03736027 -97.4785025 8443 116 0 8327
"3240" "Texas" "US" 29.44928723 -98.52019748 78411 1494 0 76917
"3241" "Texas" "US" 30.26640707 -98.3999852 180 6 0 174
"3242" "Texas" "US" 32.74363984 -101.4316509 5 0 0 5
"3243" "Texas" "US" 31.89978581 -97.63613524 531 15 0 516
"3244" "Texas" "US" 33.44626922 -94.41834132 2497 100 0 2397
"3245" "Texas" "US" 29.18757369 -95.44563172 14255 200 0 14055
"3246" "Texas" "US" 30.6636448 -96.30205577 10951 106 0 10845
"3247" "Texas" "US" 29.81008251 -103.2520326 637 6 0 631
"3248" "Texas" "US" 34.53026962 -101.2084947 40 1 0 39
"3249" "Texas" "US" 27.03103197 -98.21808402 399 25 0 374
"3250" "Texas" "US" 31.77430356 -98.99907113 921 32 0 889
"3251" "Texas" "US" 30.49273808 -96.62158484 657 9 0 648
"3252" "Texas" "US" 30.78801353 -98.181887 1401 19 0 1382
"3253" "Texas" "US" 29.83668859 -97.61814775 1873 39 0 1834
"3254" "Texas" "US" 28.47048236 -96.61633945 985 10 0 975
"3255" "Texas" "US" 32.29760619 -99.37326312 218 8 0 210
"3256" "Texas" "US" 26.14524221 -97.48140372 25855 1108 0 24747
"3257" "Texas" "US" 32.97195142 -94.97790104 449 15 0 434
"3258" "Texas" "US" 35.40365929 -101.3542669 98 2 0 96
"3259" "Texas" "US" 33.07499881 -94.34646905 747 35 0 712
"3260" "Texas" "US" 34.53016752 -102.2617243 466 8 0 458
"3261" "Texas" "US" 29.70972016 -94.67154501 1965 10 0 1955
"3262" "Texas" "US" 31.837258 -95.16559897 1752 54 0 1698
"3263" "Texas" "US" 34.5293041 -100.2077916 830 1 0 829
"3264" "Texas" "US" 33.78686685 -98.20771198 305 6 0 299
"3265" "Texas" "US" 33.60425307 -102.8284499 154 5 0 149
"3266" "Texas" "US" 31.88911733 -100.5297533 201 9 0 192
"3267" "Texas" "US" 31.76736834 -99.45240766 179 6 0 173
"3268" "Texas" "US" 33.18820114 -96.57264368 25566 252 0 25314
"3269" "Texas" "US" 34.96489496 -100.2700111 39 1 0 38
"3270" "Texas" "US" 29.622098 -96.5273805 623 4 0 619
"3271" "Texas" "US" 29.80811278 -98.27647225 3203 114 0 3089
"3272" "Texas" "US" 31.94854689 -98.55876441 493 6 0 487
"3273" "Texas" "US" 31.32635934 -99.86473038 128 2 0 126
"3274" "Texas" "US" 33.63979567 -97.21240912 934 13 0 921
"3275" "Texas" "US" 31.39078397 -97.79936155 2551 16 0 2535
"3276" "Texas" "US" 34.07783319 -100.2785062 56 4 0 52
"3277" "Texas" "US" 31.43052248 -102.5143314 251 7 0 244
"3278" "Texas" "US" 30.72367027 -101.4134238 297 7 0 290
"3279" "Texas" "US" 33.61431553 -101.3000364 175 15 0 160
"3280" "Texas" "US" 31.44506775 -104.5185739 216 3 0 213
"3281" "Texas" "US" 36.27787176 -102.6020725 428 15 0 413
"3282" "Texas" "US" 32.76670599 -96.7779605 134793 1559 0 133234
"3283" "Texas" "US" 32.74255572 -101.9477242 1178 36 0 1142
"3284" "Texas" "US" 29.08101855 -97.3568117 1205 45 0 1160
"3285" "Texas" "US" 34.96522957 -102.6054267 1265 38 0 1227
"3286" "Texas" "US" 33.38570922 -95.66921122 50 2 0 48
"3287" "Texas" "US" 33.20521901 -97.11691153 23276 214 0 23062
"3288" "Texas" "US" 33.61616822 -100.7788855 66 4 0 62
"3289" "Texas" "US" 28.42270064 -99.75645095 372 8 0 364
"3290" "Texas" "US" 34.96517499 -100.8140093 111 1 0 110
"3291" "Texas" "US" 27.68184592 -98.50864568 603 24 0 579
"3292" "Texas" "US" 32.32743996 -98.83243566 368 9 0 359
"3293" "Texas" "US" 31.86898877 -102.5429428 8873 139 0 8734
"3294" "Texas" "US" 29.98202582 -100.304252 96 2 0 94
"3295" "Texas" "US" 31.76980765 -106.2363275 85318 1068 0 84250
"3296" "Texas" "US" 32.34894117 -96.79371841 6828 113 0 6715
"3297" "Texas" "US" 32.23602653 -98.21773417 1338 20 0 1318
"3298" "Texas" "US" 31.25350609 -96.93630086 803 14 0 789
"3299" "Texas" "US" 33.59564294 -96.10751083 994 33 0 961
"3300" "Texas" "US" 29.87788372 -96.92076062 799 26 0 773
"3301" "Texas" "US" 32.74281316 -100.4019302 157 4 0 153
"3302" "Texas" "US" 34.07227468 -101.3031546 186 17 0 169
"3303" "Texas" "US" 33.97308618 -99.7767797 32 3 0 29
"3304" "Texas" "US" 29.52704478 -95.77219463 20440 332 0 20108
"3305" "Texas" "US" 33.17653242 -95.21917243 249 10 0 239
"3306" "Texas" "US" 31.70422788 -96.15072516 513 12 0 501
"3307" "Texas" "US" 28.86751206 -99.10804207 1122 9 0 1113
"3308" "Texas" "US" 32.74055318 -102.6353295 936 15 0 921
"3309" "Texas" "US" 29.40167322 -94.90469073 14635 180 0 14455
"3310" "Texas" "US" 33.17969345 -101.2984114 161 14 0 147
"3311" "Texas" "US" 30.31824095 -98.94676915 561 11 0 550
"3312" "Texas" "US" 31.86942909 -101.5207776 41 0 0 41
"3313" "Texas" "US" 28.65696592 -97.42760647 179 6 0 173
"3314" "Texas" "US" 29.45634206 -97.49424032 1245 24 0 1221
"3315" "Texas" "US" 35.40081878 -100.8129222 1292 22 0 1270
"3316" "Texas" "US" 33.62744998 -96.67753461 4290 109 0 4181
"3317" "Texas" "US" 32.47940482 -94.81591935 3217 107 0 3110
"3318" "Texas" "US" 30.54579585 -95.98902499 1378 40 0 1338
"3319" "Texas" "US" 29.58165339 -97.94786822 4272 85 0 4187
"3320" "Texas" "US" 34.07044901 -101.8268114 4052 93 0 3959
"3321" "Texas" "US" 34.5307555 -100.6813852 80 3 0 77
"3322" "Texas" "US" 31.70470573 -98.11083887 294 7 0 287
"3323" "Texas" "US" 36.27743284 -101.3545796 236 9 0 227
"3324" "Texas" "US" 34.28944521 -99.74632408 88 4 0 84
"3325" "Texas" "US" 30.33364686 -94.38931817 1594 42 0 1552
"3326" "Texas" "US" 29.85864939 -95.39339521 187932 3001 0 184931
"3327" "Texas" "US" 32.54935988 -94.36934071 1234 44 0 1190
"3328" "Texas" "US" 35.84008013 -102.6029022 208 0 0 208
"3329" "Texas" "US" 33.17823584 -99.73037358 96 5 0 91
"3330" "Texas" "US" 30.05669873 -98.02944344 7097 99 0 6998
"3331" "Texas" "US" 35.83764858 -100.2703577 248 1 0 247
"3332" "Texas" "US" 32.21128872 -95.85846587 1782 54 0 1728
"3333" "Texas" "US" 26.39418217 -98.18299696 42844 2050 0 40794
"3334" "Texas" "US" 31.99045053 -97.13423143 1230 18 0 1212
"3335" "Texas" "US" 33.60771256 -102.3431676 1319 51 0 1268
"3336" "Texas" "US" 32.42990927 -97.83242024 1611 48 0 1563
"3337" "Texas" "US" 33.14875072 -95.56351139 832 52 0 780
"3338" "Texas" "US" 31.31925973 -95.42226208 574 15 0 559
"3339" "Texas" "US" 32.30621324 -101.4356444 1928 34 0 1894
"3340" "Texas" "US" 31.45628381 -105.388178 226 4 0 222
"3341" "Texas" "US" 33.12351514 -96.08551032 2740 59 0 2681
"3342" "Texas" "US" 35.84006574 -101.3546643 661 24 0 637
"3343" "Texas" "US" 31.30375559 -100.982439 31 0 0 31
"3344" "Texas" "US" 33.23377248 -98.17283469 247 3 0 244
"3345" "Texas" "US" 28.95472367 -96.57749563 800 16 0 784
"3346" "Texas" "US" 30.74685667 -94.02667579 547 36 0 511
"3347" "Texas" "US" 30.71490589 -104.1399973 68 0 0 68
"3348" "Texas" "US" 29.8832777 -94.16434171 10187 176 0 10011
"3349" "Texas" "US" 27.04453923 -98.6968187 213 7 0 206
"3350" "Texas" "US" 27.73103938 -98.0904705 2013 56 0 1957
"3351" "Texas" "US" 32.37877812 -97.36615819 5327 105 0 5222
"3352" "Texas" "US" 32.73997145 -99.87861576 1604 9 0 1595
"3353" "Texas" "US" 28.90705334 -97.85960149 1003 18 0 985
"3354" "Texas" "US" 32.5991417 -96.28734728 4870 80 0 4790
"3355" "Texas" "US" 29.94414155 -98.7113588 515 14 0 501
"3356" "Texas" "US" 26.92601662 -97.66413984 11 2 0 9
"3357" "Texas" "US" 33.18104136 -100.7780939 25 1 0 24
"3358" "Texas" "US" 30.06040006 -99.34930144 932 20 0 912
"3359" "Texas" "US" 30.48678918 -99.74856473 128 3 0 125
"3360" "Texas" "US" 33.61643847 -100.2558057 2 0 0 2
"3361" "Texas" "US" 29.34967888 -100.4186638 87 2 0 85
"3362" "Texas" "US" 27.42435506 -97.69894948 1183 55 0 1128
"3363" "Texas" "US" 33.60519951 -99.7422906 120 9 0 111
"3364" "Texas" "US" 28.34453111 -99.09908775 392 14 0 378
"3365" "Texas" "US" 33.66981763 -95.57404777 2675 67 0 2608
"3366" "Texas" "US" 34.06859623 -102.3516289 986 45 0 941
