"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"113813","raimund philipp",131.6,85.6,103,76,55,"2021JP3280RL","1st round",5.4,-4.8
"113814","raimund philipp",123.5,86.1,97,64,53,"2021JP3280RL","2nd round",6.5,0
"113815","kahofer timon-pascal",130.6,85,106.5,83,56.5,"2021JP3280RL","1st round",-4.1,-4.8
"113816","kahofer timon-pascal",121.4,86.2,94,58,51.5,"2021JP3280RL","2nd round",11.9,0
"113817","siegel david",126.6,85.7,102,74,54.5,"2021JP3280RL","1st round",2.9,-4.8
"113818","siegel david",120.6,86.4,92,54,51,"2021JP3280RL","2nd round",15.6,0
"113819","sell adrian",117.2,85.4,99.5,69,54,"2021JP3280RL","1st round",-1,-4.8
"113820","sell adrian",119.4,86.2,90,50,51,"2021JP3280RL","2nd round",18.4,0
"113821","freitag richard",111.4,85.1,98,66,54,"2021JP3280RL","1st round",-3.8,-4.8
"113822","freitag richard",121.2,85.8,95,60,51.5,"2021JP3280RL","2nd round",9.7,0
"113823","aigner clemens",111.8,85.7,90,50,50,"2021JP3280RL","1st round",16.6,-4.8
"113824","aigner clemens",120,86,92.5,55,52.5,"2021JP3280RL","2nd round",12.5,0
"113825","schwann mika",113.1,85.1,98,66,53.5,"2021JP3280RL","1st round",-1.6,-4.8
"113826","schwann mika",118.3,85.7,95.5,61,52,"2021JP3280RL","2nd round",5.3,0
"113827","reisenauer janni",106.4,85.2,91,52,51,"2021JP3280RL","1st round",8.2,-4.8
"113828","reisenauer janni",125,85.7,93,56,52,"2021JP3280RL","2nd round",17,0
"113829","baer moritz",116.3,85,87,44,50,"2021JP3280RL","1st round",22.3,0
"113830","baer moritz",111.2,86,88,46,50.5,"2021JP3280RL","2nd round",14.7,0
"113831","moerth francisco",103.2,85.3,85,40,50,"2021JP3280RL","1st round",13.2,0
"113832","moerth francisco",124,86,95,60,52.5,"2021JP3280RL","2nd round",11.5,0
"113833","habdas jan",110.8,85.7,93,56,52,"2021JP3280RL","1st round",7.6,-4.8
"113834","habdas jan",114.3,86.3,90.5,51,50.5,"2021JP3280RL","2nd round",12.8,0
"113835","rainer stefan",101.6,85.3,91.5,53,51,"2021JP3280RL","1st round",2.4,-4.8
"113836","rainer stefan",123,85.8,93.5,57,52,"2021JP3280RL","2nd round",14,0
"113837","huber stefan",97.3,85.3,86.5,43,49.5,"2021JP3280RL","1st round",9.6,-4.8
"113838","huber stefan",125.1,85.7,95,60,52.5,"2021JP3280RL","2nd round",12.6,0
"113839","kalinichenko vitaliy",106.8,85.3,92.5,55,50.5,"2021JP3280RL","1st round",6.1,-4.8
"113840","kalinichenko vitaliy",113.8,85.7,91,52,50.5,"2021JP3280RL","2nd round",11.3,0
"113841","insam alex",103.9,85,82,34,49.5,"2021JP3280RL","1st round",20.4,0
"113842","insam alex",116.7,86.1,88,46,50.5,"2021JP3280RL","2nd round",20.2,0
"113843","rupitsch markus",100.8,84.7,82.5,35,48.5,"2021JP3280RL","1st round",17.3,0
"113844","rupitsch markus",119.6,85.7,96.5,63,53,"2021JP3280RL","2nd round",3.6,0
"113845","roth luca",109,85.7,91,52,50,"2021JP3280RL","1st round",11.8,-4.8
"113846","roth luca",111.2,86.4,91.5,53,51.5,"2021JP3280RL","2nd round",6.7,0
"113847","bresadola giovanni",101.5,85.6,89,48,50,"2021JP3280RL","1st round",8.3,-4.8
"113848","bresadola giovanni",117.6,85.8,93,56,51,"2021JP3280RL","2nd round",10.6,0
"113849","lisso justin",110.7,85.1,97,64,52.5,"2021JP3280RL","1st round",-5.8,0
"113850","lisso justin",102.3,86.3,86.5,43,49.5,"2021JP3280RL","2nd round",9.8,0
"113851","lienher maximilian",101.1,85.3,86.5,43,50,"2021JP3280RL","1st round",12.9,-4.8
"113852","lienher maximilian",111.7,85.9,89,48,50.5,"2021JP3280RL","2nd round",13.2,0
"113853","hoffmann felix",100.9,85.6,85.5,41,49.5,"2021JP3280RL","1st round",15.2,-4.8
"113854","hoffmann felix",107.5,85.9,88.5,47,49.5,"2021JP3280RL","2nd round",11,0
"113855","niznik adam",96.5,84.8,79,28,48.5,"2021JP3280RL","1st round",20,0
"113856","niznik adam",108.7,86,88.5,47,51,"2021JP3280RL","2nd round",10.7,0
"113857","zupan ozbe",94.8,84.2,85,40,49.5,"2021JP3280RL","1st round",5.3,0
"113858","zupan ozbe",107.1,85.7,87,44,49.5,"2021JP3280RL","2nd round",13.6,0
"113859","leja krzysztof",94.5,85,83,36,49.5,"2021JP3280RL","1st round",9,0
"113860","leja krzysztof",101.9,85.9,85.5,41,49.5,"2021JP3280RL","2nd round",11.4,0
"113861","wienerroither julian",91.2,84.8,83,36,49,"2021JP3280RL","1st round",6.2,0
"113862","wienerroither julian",104.1,86.2,86,42,47,"2021JP3280RL","2nd round",15.1,0
"113863","pekala wiktor",99.3,85.1,83,36,48.5,"2021JP3280RL","1st round",14.8,0
"113864","pekala wiktor",96,86.3,82.5,35,48.5,"2021JP3280RL","2nd round",12.5,0
"113865","rydl radek",100.9,84.9,82,34,49.5,"2021JP3280RL","1st round",17.4,0
"113866","rydl radek",90.2,86.2,85.5,41,49.5,"2021JP3280RL","2nd round",-0.3,0
"113867","bartolj maksim",94.1,85.1,83,36,47.5,"2021JP3280RL","1st round",10.6,0
"113868","bartolj maksim",92.6,86.4,83,36,47,"2021JP3280RL","2nd round",9.6,0
"113869","holik frantisek",104.7,84.6,86,42,49.5,"2021JP3280RL","1st round",13.2,0
"113870","holik frantisek",81.3,85.2,76,22,47.5,"2021JP3280RL","2nd round",11.8,0
"113871","gruszka mateusz",107.1,85.2,89,48,49.5,"2021JP3280RL","1st round",14.4,-4.8
"113872","vidic matija",91,84,80.5,31,48,"2021JP3280RL","1st round",12,0
"113873","krzak jaroslaw",90.1,85.4,80.5,31,46.5,"2021JP3280RL","1st round",17.4,-4.8
"113874","galiani mattia",88.5,84.9,86,42,49.5,"2021JP3280RL","1st round",-3,0
"113875","mitrofan nicolae sorin",88.2,85.1,79,28,48,"2021JP3280RL","1st round",17,-4.8
"113876","feldorean andrei",87.8,84.9,79.5,29,48,"2021JP3280RL","1st round",15.6,-4.8
"113877","moroder daniel",87.4,84.8,75,20,47,"2021JP3280RL","1st round",20.4,0
"113878","jojko arkadiusz",86.9,84.6,84,38,48.5,"2021JP3280RL","1st round",5.2,-4.8
"113879","toporis nejc",86.8,84.8,85,40,49,"2021JP3280RL","1st round",-2.2,0
"113880","holub benedikt",84.6,84.9,79,28,47,"2021JP3280RL","1st round",14.4,-4.8
"113881","ekart taj",84.6,85.5,83.5,37,48.5,"2021JP3280RL","1st round",-0.9,0
"113882","marusiak yevhen",84.2,84.9,75.5,21,47,"2021JP3280RL","1st round",21,-4.8
"113883","cecon francesco",84,85.1,85,40,48,"2021JP3280RL","1st round",0.8,-4.8
"113884","selcer radek",83.4,85.2,79.5,29,47.5,"2021JP3280RL","1st round",11.7,-4.8
"113885","lejsek frantisek",82.6,84.6,76.5,23,47.5,"2021JP3280RL","1st round",12.1,0
"113886","wellinger andreas",82.5,85.5,76.5,23,45,"2021JP3280RL","1st round",14.5,0
"113887","vaverka petr",82,84.9,74.5,19,46.5,"2021JP3280RL","1st round",21.3,-4.8
"113888","ciszek stanislaw",80.4,84.8,73,16,46.5,"2021JP3280RL","1st round",17.9,0
"113889","samec matevz",80.2,84.6,77.5,25,47,"2021JP3280RL","1st round",8.2,0
"113890","sikola jakub",79.5,85.1,75,20,47,"2021JP3280RL","1st round",17.3,-4.8
"113891","campregher andrea",72.2,85.1,71,12,45,"2021JP3280RL","1st round",15.2,0
"113892","feroiu florin",70.5,85,81.5,33,49,"2021JP3280RL","1st round",-6.7,-4.8
"113893","spulber mihnea alexandru",70.1,84.9,71,12,45.5,"2021JP3280RL","1st round",17.4,-4.8
"113894","sandulescu robert stefan",66,84.8,70,10,45,"2021JP3280RL","1st round",15.8,-4.8
"113895","lasota damian",65.6,84.4,69,8,45.5,"2021JP3280RL","1st round",12.1,0
"113896","korchuk anton",62.2,84.6,84,38,49,"2021JP3280RL","1st round",-20,-4.8
"113897","ardelean radu matei",59.2,84.2,64,-2,45,"2021JP3280RL","1st round",16.2,0
"113898","fuchs tim",58.9,84.8,70,10,43.5,"2021JP3280RL","1st round",5.4,0
"113899","folea moise alexandru",52.4,84.2,75,20,45,"2021JP3280RL","1st round",-7.8,-4.8
"113900","kapias erik",52,85,66.5,3,45.5,"2021JP3280RL","1st round",8.3,-4.8
"113901","yaniuk yurii",49.7,84.5,67,4,42.5,"2021JP3280RL","1st round",8,-4.8
"113902","hauser krystof",46.8,85.3,64,-2,40.5,"2021JP3280RL","1st round",13.1,-4.8
"113903","tsvietkov denys",41.4,84.2,60,-10,41,"2021JP3280RL","1st round",10.4,0
"113904","krenek filip",36.5,84.4,54,-22,40,"2021JP3280RL","1st round",18.5,0
"113905","niemczyk karol",26.5,85.1,52.5,-25,39.5,"2021JP3280RL","1st round",12,0
"113906","kriznar nika",118.9,84.4,89,68,54.5,"2021JP3281RL","1st round",-3.6,0
"113907","kriznar nika",118.5,84.1,90.5,71,48.5,"2021JP3281RL","final round",-3.4,2.4
"113908","klinec ema",120.1,84.1,90.5,71,54,"2021JP3281RL","1st round",-4.9,0
"113909","klinec ema",116.5,83.6,86.5,63,54,"2021JP3281RL","final round",-2.9,2.4
"113910","kvandal eirin maria",110.7,83.7,84.5,59,52,"2021JP3281RL","1st round",-0.3,0
"113911","kvandal eirin maria",115.9,83.9,90,70,48,"2021JP3281RL","final round",-4.5,2.4
"113912","kramer marita",113.4,84.4,87,64,52.5,"2021JP3281RL","1st round",-3.1,0
"113913","kramer marita",110.2,84.5,85.5,61,49.5,"2021JP3281RL","final round",-2.7,2.4
"113914","avvakumova irina",102.5,84.5,79,48,51,"2021JP3281RL","1st round",3.5,0
"113915","avvakumova irina",114.7,84.4,85.5,61,54,"2021JP3281RL","final round",-2.7,2.4
"113916","iraschko-stolz daniela",100.7,84.2,79,48,51,"2021JP3281RL","1st round",1.7,0
"113917","iraschko-stolz daniela",114.5,84.1,84,58,54,"2021JP3281RL","final round",0.1,2.4
"113918","pagnier josephine",100.9,84.3,79.5,49,52,"2021JP3281RL","1st round",-0.1,0
"113919","pagnier josephine",110,84.3,84,58,52.5,"2021JP3281RL","final round",-2.9,2.4
"113920","opseth silje",100.2,84.6,80,50,52,"2021JP3281RL","1st round",-1.8,0
"113921","opseth silje",110.6,84.6,82.5,55,52.5,"2021JP3281RL","final round",0.7,2.4
"113922","bogataj ursa",106,84.3,81.5,53,52.5,"2021JP3281RL","1st round",0.5,0
"113923","bogataj ursa",104.8,84.3,81,52,51,"2021JP3281RL","final round",-0.6,2.4
"113924","eder lisa",102.1,84.4,81,52,52,"2021JP3281RL","1st round",-1.9,0
"113925","eder lisa",108.7,84.5,83,56,52.5,"2021JP3281RL","final round",-2.2,2.4
"113926","vogt carina",103.2,85.3,82.5,55,51.5,"2021JP3281RL","1st round",-3.3,0
"113927","vogt carina",107.1,85.3,82,54,52.5,"2021JP3281RL","final round",-1.8,2.4
"113928","althaus katharina",101.7,84.5,78.5,47,52,"2021JP3281RL","1st round",2.7,0
"113929","althaus katharina",107.8,84.7,82.5,55,53.5,"2021JP3281RL","final round",-3.1,2.4
"113930","hoelzl chiara",99,83.9,77.5,45,51.5,"2021JP3281RL","1st round",2.5,0
"113931","hoelzl chiara",103.6,83.8,77.5,45,52.5,"2021JP3281RL","final round",3.7,2.4
"113932","maruyama nozomi",98.8,83.9,78.5,47,51,"2021JP3281RL","1st round",0.8,0
"113933","maruyama nozomi",97.5,83.9,76,42,50,"2021JP3281RL","final round",3.1,2.4
"113934","tikhonova sofia",95,83.8,77.5,45,50.5,"2021JP3281RL","1st round",-0.5,0
"113935","tikhonova sofia",99.5,84,77,44,50.5,"2021JP3281RL","final round",2.6,2.4
"113936","brecl jerneja",96.5,83.7,77,44,51,"2021JP3281RL","1st round",1.5,0
"113937","brecl jerneja",97.7,84.1,76,42,51,"2021JP3281RL","final round",2.3,2.4
"113938","clair julia",96.8,84,79.5,49,51.5,"2021JP3281RL","1st round",-3.7,0
"113939","clair julia",97.1,84.1,77,44,51,"2021JP3281RL","final round",-0.3,2.4
"113940","rupprecht anna",97.7,84.5,79,48,51.5,"2021JP3281RL","1st round",-1.8,0
"113941","rupprecht anna",96,84.7,76,42,49.5,"2021JP3281RL","final round",2.1,2.4
"113942","rogelj spela",93.6,83.7,76,42,51,"2021JP3281RL","1st round",0.6,0
"113943","rogelj spela",100.1,83.7,77.5,45,51,"2021JP3281RL","final round",1.7,2.4
"113944","sorschag sophie",91.3,83.7,74.5,39,49.5,"2021JP3281RL","1st round",2.8,0
"113945","sorschag sophie",101.5,83.7,80,50,51.5,"2021JP3281RL","final round",-2.4,2.4
"113946","stroem anna odine",92.2,85.2,75,40,49.5,"2021JP3281RL","1st round",2.7,0
"113947","stroem anna odine",100.5,85.1,79.5,49,51.5,"2021JP3281RL","final round",-2.4,2.4
"113948","seto yuka",96.9,84.4,79.5,49,51,"2021JP3281RL","1st round",-3.1,0
"113949","seto yuka",95.8,84.4,75.5,41,51,"2021JP3281RL","final round",1.4,2.4
"113950","prokopieva kristina",100.7,83.5,81,52,51,"2021JP3281RL","1st round",-2.3,0
"113951","prokopieva kristina",91.1,83.8,74,38,50,"2021JP3281RL","final round",0.7,2.4
"113952","muehlbacher julia",93.3,83.5,76,42,50,"2021JP3281RL","1st round",1.3,0
"113953","muehlbacher julia",94.6,83.5,75.5,41,51,"2021JP3281RL","final round",0.2,2.4
"113954","haralambie daniela",91,84.2,76.5,43,49.5,"2021JP3281RL","1st round",-1.5,0
"113955","haralambie daniela",94.7,84.7,79,48,51,"2021JP3281RL","final round",-4.3,0
"113956","rautionaho jenny",89.3,83.4,74,38,49.5,"2021JP3281RL","1st round",1.8,0
"113957","rautionaho jenny",93.4,83.9,77,44,50.5,"2021JP3281RL","final round",-1.1,0
"113958","kykkaenen julia",91.2,83.5,75,40,50,"2021JP3281RL","1st round",1.2,0
"113959","kykkaenen julia",89.5,83.4,75,40,50.5,"2021JP3281RL","final round",-3.4,2.4
"113960","malsiner jessica",92.5,83.9,77.5,45,49.5,"2021JP3281RL","1st round",-2,0
"113961","malsiner jessica",87.9,84,73.5,37,49.5,"2021JP3281RL","final round",-1,2.4
"113962","twardosz anna",87.1,83.8,74,38,49.5,"2021JP3281RL","1st round",-0.4,0
"113963","twardosz anna",92.9,83.8,76,42,51,"2021JP3281RL","final round",-2.5,2.4
"113964","indrackova karolina",88.6,83,76,42,51,"2021JP3281RL","1st round",-4.4,0
"113965","indrackova karolina",91,83.4,75.5,41,50.5,"2021JP3281RL","final round",-0.5,0
"113966","iwabuchi kaori",86.4,83.5,73.5,37,50,"2021JP3281RL","1st round",-0.6,0
"113967","shpyneva anna",86.3,83.6,74,38,48,"2021JP3281RL","1st round",0.3,0
"113968","goerlich luisa",82.3,83.9,72,34,48,"2021JP3281RL","1st round",0.3,0
"113969","reisch agnes",82.2,84.3,71.5,33,49.5,"2021JP3281RL","1st round",-0.3,0
"113970","kablukova ksenia",82.2,83.6,74,38,50,"2021JP3281RL","1st round",-5.8,0
"113971","komar katra",79,83,69,28,46,"2021JP3281RL","1st round",5,0
"113972","rajda kinga",75.3,83,68,26,47,"2021JP3281RL","1st round",2.3,0
"113973","jones paige",73.8,82.6,69.5,29,48,"2021JP3281RL","1st round",-3.2,0
"113974","konderla nicole",67.7,83.1,65.5,21,47.5,"2021JP3281RL","1st round",-0.8,0
"113975","takanashi sara",121.4,84.4,90.5,71,52.5,"2021JP3281RLQ","qualification",-2.1,0
"113976","kriznar nika",116.4,84.1,88.5,67,52,"2021JP3281RLQ","qualification",-2.6,0
"113977","klinec ema",114.8,83.9,86.5,63,54,"2021JP3281RLQ","qualification",-2.2,0
"113978","kramer marita",112,84.4,85.5,61,52.5,"2021JP3281RLQ","qualification",-1.5,0
"113979","kvandal eirin maria",111.7,83.8,85,60,52.5,"2021JP3281RLQ","qualification",-0.8,0
"113980","iraschko-stolz daniela",110.4,83.8,83.5,57,53.5,"2021JP3281RLQ","qualification",-0.1,0
"113981","brecl jerneja",107.3,83.8,85.5,61,52.5,"2021JP3281RLQ","qualification",-6.2,0
"113982","althaus katharina",106,84.8,81.5,53,52,"2021JP3281RLQ","qualification",1,0
"113983","bogataj ursa",105.4,84.3,82.5,55,51,"2021JP3281RLQ","qualification",-0.6,0
"113984","hoelzl chiara",104.3,83.7,81,52,52,"2021JP3281RLQ","qualification",0.3,0
"113985","avvakumova irina",104.2,84.4,82,54,52,"2021JP3281RLQ","qualification",-1.8,0
"113986","sorschag sophie",103.8,83.7,81,52,51,"2021JP3281RLQ","qualification",0.8,0
"113987","maruyama nozomi",101.2,83.8,81.5,53,51.5,"2021JP3281RLQ","qualification",-3.3,0
"113988","rogelj spela",101.1,83.6,81,52,53,"2021JP3281RLQ","qualification",-3.9,0
"113989","eder lisa",100.9,84.2,82,54,52,"2021JP3281RLQ","qualification",-5.1,0
"113990","clair julia",100.7,84.1,80.5,51,51,"2021JP3281RLQ","qualification",-1.3,0
"113991","vogt carina",100.3,85,81,52,50.5,"2021JP3281RLQ","qualification",-2.2,0
"113992","kykkaenen julia",100,83.5,81.5,53,52.5,"2021JP3281RLQ","qualification",-5.5,0
"113993","tikhonova sofia",97.9,83.8,81,52,50.5,"2021JP3281RLQ","qualification",-4.6,0
"113994","malsiner jessica",97.6,84.2,80,50,51.5,"2021JP3281RLQ","qualification",-3.9,0
"113995","muehlbacher julia",95.3,83.6,79,48,51,"2021JP3281RLQ","qualification",-3.7,0
"113996","opseth silje",93.3,84.1,77.5,45,51,"2021JP3281RLQ","qualification",-2.7,0
"113997","stroem anna odine",92.3,85,76,42,49.5,"2021JP3281RLQ","qualification",0.8,0
"113998","twardosz anna",91.7,84.1,76.5,43,50.5,"2021JP3281RLQ","qualification",-1.8,0
"113999","pagnier josephine",91.2,84.1,75.5,41,50,"2021JP3281RLQ","qualification",0.2,0
"114000","prokopieva kristina",90.6,83.6,75.5,41,50.5,"2021JP3281RLQ","qualification",-0.9,0
"114001","komar katra",89.7,83.6,75.5,41,50,"2021JP3281RLQ","qualification",-1.3,0
"114002","seto yuka",89.1,84.2,76,42,50,"2021JP3281RLQ","qualification",-2.9,0
"114003","haralambie daniela",87,84.1,75,40,49.5,"2021JP3281RLQ","qualification",-2.5,0
"114004","goerlich luisa",86.8,83.8,74,38,48.5,"2021JP3281RLQ","qualification",0.3,0
"114005","rautionaho jenny",86.2,83.5,74.5,39,49.5,"2021JP3281RLQ","qualification",-2.3,0
"114006","rajda kinga",86.2,83.3,74.5,39,49.5,"2021JP3281RLQ","qualification",-2.3,0
"114007","iwabuchi kaori",85.6,83.7,73.5,37,49,"2021JP3281RLQ","qualification",-0.4,0
"114008","rupprecht anna",85.2,84.6,74,38,47,"2021JP3281RLQ","qualification",0.2,0
"114009","indrackova karolina",84.2,83,73.5,37,49.5,"2021JP3281RLQ","qualification",-2.3,0
"114010","shpyneva anna",84.1,82.9,74,38,49.5,"2021JP3281RLQ","qualification",-3.4,0
"114011","konderla nicole",83.8,83.5,72.5,35,49.5,"2021JP3281RLQ","qualification",-0.7,0
"114012","kablukova ksenia",83,83.7,73.5,37,49.5,"2021JP3281RLQ","qualification",-3.5,0
"114013","reisch agnes",82.4,84.6,73,36,49.5,"2021JP3281RLQ","qualification",-3.1,0
"114014","jones paige",82,83.2,73.5,37,49.5,"2021JP3281RLQ","qualification",-4.5,0
"114015","ulrichova klara",80.9,83.1,72,34,50,"2021JP3281RLQ","qualification",-3.1,0
"114016","moharitsch vanessa",80.5,83.2,71,32,48.5,"2021JP3281RLQ","qualification",0,0
"114017","seyfarth juliane",80,83.4,71.5,33,49,"2021JP3281RLQ","qualification",-2,0
"114018","strate abigail",79.9,83.6,71.5,33,48,"2021JP3281RLQ","qualification",-1.1,0
"114019","wiegele hannah",79.8,84.1,70,30,49,"2021JP3281RLQ","qualification",0.8,0
"114020","forsstroem susanna",76.7,83.7,68,26,47,"2021JP3281RLQ","qualification",3.7,0
"114021","avocat gros oceane",76.7,83.5,70.5,31,48.5,"2021JP3281RLQ","qualification",-2.8,0
"114022","karpiel kamila",75.3,83.4,70.5,31,48,"2021JP3281RLQ","qualification",-3.7,0
"114023","belshaw annika",74.4,83.9,67.5,25,48,"2021JP3281RLQ","qualification",1.4,0
"114024","sankey logan",72.8,83.4,68.5,27,48,"2021JP3281RLQ","qualification",-2.2,0
"114025","hoffmann anna",72,84,69,28,46.5,"2021JP3281RLQ","qualification",-2.5,0
"114026","norstedt astrid",68.3,82.7,66.5,23,47.5,"2021JP3281RLQ","qualification",-2.2,0
"114027","barantceva aleksandra",68.2,84,65.5,21,46.5,"2021JP3281RLQ","qualification",0.7,0
"114028","ptackova stepanka",64.9,83.6,66,22,46,"2021JP3281RLQ","qualification",-3.1,0
"114029","ellmauer katharina",64.9,83.6,66,22,45.5,"2021JP3281RLQ","qualification",-2.6,0
"114030","voros virag",64.5,83.7,65.5,21,45.5,"2021JP3281RLQ","qualification",-2,0
"114031","lussi nina",64.3,83.8,65,20,46.5,"2021JP3281RLQ","qualification",-2.2,0
"114032","przybyla wiktoria",62.8,83.9,65,20,43.5,"2021JP3281RLQ","qualification",-0.7,0
"114033","kothbauer sophie",61,83.1,63,16,47.5,"2021JP3281RLQ","qualification",-2.5,0
"114034","ambrosi martina",58.7,83,62.5,15,47,"2021JP3281RLQ","qualification",-3.3,0
"114035","eilers natalie",57.9,83.6,63.5,17,44,"2021JP3281RLQ","qualification",-3.1,0
"114036","bodnarchuk natasha",54.9,83.2,60,10,45,"2021JP3281RLQ","qualification",-0.1,0
"114037","szwab joanna",53.3,84,61.5,13,40.5,"2021JP3281RLQ","qualification",-0.2,0
"114038","maurer nicole",47.4,83.4,57,4,41,"2021JP3281RLQ","qualification",2.4,0
"114039","macuga samantha",41.3,82.6,55.5,1,43.5,"2021JP3281RLQ","qualification",-3.2,0
"114040","pekha dayana",36.2,83,54,-2,39,"2021JP3281RLQ","qualification",-0.8,0
"114041","schiffner markus",144.1,91.1,139,85.2,54.5,"2021JP3285RL","1st round",4.4,0
"114042","schiffner markus",142.1,91.1,136.5,80.7,55.5,"2021JP3285RL","2nd round",5.9,0
"114043","prevc cene",135.3,90.3,134,76.2,52,"2021JP3285RL","1st round",7.1,0
"114044","prevc cene",146.7,90.7,141.5,89.7,56,"2021JP3285RL","2nd round",1,0
"114045","fettner manuel",138.8,90.7,138,83.4,54.5,"2021JP3285RL","1st round",0.9,0
"114046","fettner manuel",136.7,90.8,134.5,77.1,54.5,"2021JP3285RL","2nd round",5.1,0
"114047","eriksen sander vossan",136.4,90.3,137.5,82.5,55.5,"2021JP3285RL","1st round",-1.6,0
"114048","eriksen sander vossan",129.1,90.5,131,70.8,54,"2021JP3285RL","2nd round",4.3,0
"114049","braathen matias",133.9,90.4,137.5,82.5,54.5,"2021JP3285RL","1st round",-3.1,0
"114050","braathen matias",130.5,90.6,131.5,71.7,54,"2021JP3285RL","2nd round",4.8,0
"114051","kobayashi junshiro",126.2,90.2,132.5,73.5,54.5,"2021JP3285RL","1st round",-1.8,0
"114052","kobayashi junshiro",135.3,90.4,133.5,75.3,55,"2021JP3285RL","2nd round",5,0
"114053","schlierenzauer gregor",131.1,90.6,135.5,78.9,54,"2021JP3285RL","1st round",-1.8,0
"114054","schlierenzauer gregor",130.2,91,129,67.2,54,"2021JP3285RL","2nd round",9,0
"114055","pedersen robin",123.4,90.4,131.5,71.7,51,"2021JP3285RL","1st round",0.7,0
"114056","pedersen robin",134.2,90.9,134.5,77.1,54,"2021JP3285RL","2nd round",3.1,0
"114057","semenic anze",127.9,91.1,134,76.2,54,"2021JP3285RL","1st round",-2.3,0
"114058","semenic anze",124.9,91.2,125.5,60.9,52.5,"2021JP3285RL","2nd round",11.5,0
"114059","steiner maximilian",120.7,90.4,131,70.8,53,"2021JP3285RL","1st round",-3.1,0
"114060","steiner maximilian",128.8,90.6,131.5,71.7,54,"2021JP3285RL","2nd round",3.1,0
"114061","resinger peter",126.3,90.3,132.5,73.5,53,"2021JP3285RL","1st round",-0.2,0
"114062","resinger peter",121.9,90.6,126,61.8,52,"2021JP3285RL","2nd round",8.1,0
"114063","freitag richard",120.5,90.3,128,65.4,53.5,"2021JP3285RL","1st round",1.6,0
"114064","freitag richard",124.8,90.5,128,65.4,53,"2021JP3285RL","2nd round",6.4,0
"114065","iwasa yuken",126.4,90.1,132,72.6,53.5,"2021JP3285RL","1st round",0.3,0
"114066","iwasa yuken",118,90.3,122.5,55.5,50.5,"2021JP3285RL","2nd round",12,0
"114067","haare anders",123.4,90.8,129.5,68.1,53.5,"2021JP3285RL","1st round",1.8,0
"114068","haare anders",119.2,90.9,128,65.4,52,"2021JP3285RL","2nd round",1.8,0
"114069","rainer stefan",118.9,90.1,124.5,59.1,52.5,"2021JP3285RL","1st round",7.3,0
"114070","rainer stefan",122.4,90.1,126,61.8,53,"2021JP3285RL","2nd round",7.6,0
"114071","nousiainen eetu",111.9,90.1,126,61.8,52,"2021JP3285RL","1st round",-1.9,0
