"name","points","speed","dist","dist_points","note_points","id","round","wind_comp","gate_points"
"113525","zografski vladimir",103.8,91.7,112.5,37.5,48.5,"2021JP3273RLQ","prologue",17.8,0
"113526","prevc domen",98.7,93,111.5,35.7,45,"2021JP3273RLQ","prologue",18,0
"113527","marusiak yevhen",85.5,92.2,102,18.6,44,"2021JP3273RLQ","prologue",22.9,0
"113528","muminov sabirzhan",84,92.3,103.5,21.3,47.5,"2021JP3273RLQ","prologue",15.2,0
"113529","tkachenko sergey",65.3,91.8,94,4.2,39,"2021JP3273RLQ","prologue",22.1,0
"113530","wiegele hannah",110.8,85.2,91.5,63,52.5,"2021JP3274RL","1st round",-4.7,0
"113531","wiegele hannah",115.5,85.3,90.5,61,51.5,"2021JP3274RL","2nd round",3,0
"113532","moharitsch vanessa",103.7,85.2,87.5,55,48.5,"2021JP3274RL","1st round",0.2,0
"113533","moharitsch vanessa",107.9,85.2,91,62,47.5,"2021JP3274RL","2nd round",-1.6,0
"113534","muehlbacher julia",103.5,84.7,87,54,50.5,"2021JP3274RL","1st round",-1,0
"113535","muehlbacher julia",110.7,84.8,89,58,52,"2021JP3274RL","2nd round",0.7,0
"113536","eder lisa",119.1,85.5,94,68,52.5,"2021JP3274RL","1st round",-1.4,0
"113537","eder lisa",112.4,85.6,90.5,61,51.5,"2021JP3274RL","2nd round",-0.1,0
"113538","shpyneva anna",114.5,83.9,92.5,65,51,"2021JP3274RL","1st round",-1.5,0
"113539","shpyneva anna",106.7,83.9,87.5,55,49.5,"2021JP3274RL","2nd round",2.2,0
"113540","barantceva aleksandra",102.2,85.3,85.5,51,49.5,"2021JP3274RL","1st round",1.7,0
"113541","barantceva aleksandra",104.4,85.4,86.5,53,49.5,"2021JP3274RL","2nd round",1.9,0
"113542","subbotina anastasiia",92,84.7,83.5,47,49,"2021JP3274RL","1st round",-4,0
"113543","subbotina anastasiia",96.2,84.7,83,46,48.5,"2021JP3274RL","2nd round",1.7,0
"113544","makhinia irma",109.3,84.9,91.5,63,46.5,"2021JP3274RL","1st round",-0.2,0
"113545","makhinia irma",103.4,84.9,88.5,57,47,"2021JP3274RL","2nd round",-0.6,0
"113546","prevc nika",94.4,84.5,83.5,47,49.5,"2021JP3274RL","1st round",-2.1,0
"113547","prevc nika",102.7,84.6,86,52,49.5,"2021JP3274RL","2nd round",1.2,0
"113548","vetrih nika",91.9,84.5,82.5,45,46.5,"2021JP3274RL","1st round",0.4,0
"113549","vetrih nika",93.9,84.6,84,48,46,"2021JP3274RL","2nd round",-0.1,0
"113550","repinc zupancic jerneja",97.1,84.4,84.5,49,50.5,"2021JP3274RL","1st round",-2.4,0
"113551","repinc zupancic jerneja",108.5,84.9,88.5,57,49.5,"2021JP3274RL","2nd round",2,0
"113552","brecl jerneja",112.3,85,91,62,52,"2021JP3274RL","1st round",-1.7,0
"113553","brecl jerneja",117.2,85.2,93.5,67,51.5,"2021JP3274RL","2nd round",-1.3,0
"113554","ichinohe kurumi",99.2,84.6,85,50,48,"2021JP3274RL","1st round",1.2,0
"113555","ichinohe kurumi",99.6,84.5,84.5,49,49.5,"2021JP3274RL","2nd round",1.1,0
"113556","kamoda ayuka",80.4,84.4,76,32,47.5,"2021JP3274RL","1st round",0.9,0
"113557","kamoda ayuka",79.7,84.5,75,30,45.5,"2021JP3274RL","2nd round",4.2,0
"113558","miyajima ringo",109.6,84.4,89.5,59,51,"2021JP3274RL","1st round",-0.4,0
"113559","miyajima ringo",105.7,84.2,88.5,57,49.5,"2021JP3274RL","2nd round",-0.8,0
"113560","sakurai riko",106.4,84.2,91,62,50,"2021JP3274RL","1st round",-5.6,0
"113561","sakurai riko",105.7,84.4,87,54,49.5,"2021JP3274RL","2nd round",2.2,0
"113562","boehme lia",102.7,85,87.5,55,49,"2021JP3274RL","1st round",-1.3,0
"113563","boehme lia",91.8,85.1,81.5,43,46.5,"2021JP3274RL","2nd round",2.3,0
"113564","laue josephin",93.5,85.1,82.5,45,48,"2021JP3274RL","1st round",0.5,0
"113565","laue josephin",100.3,85.2,85,50,48,"2021JP3274RL","2nd round",2.3,0
"113566","goebel michelle",84.6,84.8,79,38,48.5,"2021JP3274RL","1st round",-1.9,0
"113567","goebel michelle",91,85,80.5,41,48,"2021JP3274RL","2nd round",2,0
"113568","freitag selina",89,85.5,80.5,41,48,"2021JP3274RL","1st round",0,0
"113569","freitag selina",106,85.6,86,52,50.5,"2021JP3274RL","2nd round",3.5,0
"113570","twardosz anna",104.6,85,87,54,49.5,"2021JP3274RL","1st round",1.1,0
"113571","twardosz anna",106.6,84.9,88,56,49.5,"2021JP3274RL","2nd round",1.1,0
"113572","konderla nicole",97.3,84.5,84.5,49,48.5,"2021JP3274RL","1st round",-0.2,0
"113573","konderla nicole",85.1,84.6,79,38,45,"2021JP3274RL","2nd round",2.1,0
"113574","przybyla wiktoria",83.3,84.5,79.5,39,46,"2021JP3274RL","1st round",-1.7,0
"113575","przybyla wiktoria",79.4,84.4,77,34,46,"2021JP3274RL","2nd round",-0.6,0
"113576","karpiel kamila",96.3,84.8,83,46,50,"2021JP3274RL","1st round",0.3,0
"113577","karpiel kamila",96.4,84.7,81.5,43,49.5,"2021JP3274RL","2nd round",3.9,0
"113578","berger frida",91.3,85.2,85,50,46,"2021JP3274RL","1st round",-4.7,0
"113579","berger frida",95,85,83.5,47,46,"2021JP3274RL","2nd round",2,0
"113580","kleven ingrid hordvik",78.5,84.8,75,30,46.5,"2021JP3274RL","1st round",2,0
"113581","kleven ingrid hordvik",74,84.9,74,28,45,"2021JP3274RL","2nd round",1,0
"113582","selbekk mathilde aarva",58.4,84.5,69.5,19,44.5,"2021JP3274RL","1st round",-5.1,0
"113583","selbekk mathilde aarva",61.1,84.5,68,16,42,"2021JP3274RL","2nd round",3.1,0
"113584","bjoerseth thea minyan",113,85,89.5,59,52.5,"2021JP3274RL","1st round",1.5,0
"113585","bjoerseth thea minyan",124,85,94,68,53.5,"2021JP3274RL","2nd round",2.5,0
"113586","zanitzer martina",88.9,84.8,79.5,39,48.5,"2021JP3274RL","1st round",1.4,0
"113587","zanitzer martina",91.4,84.7,80.5,41,48,"2021JP3274RL","2nd round",2.4,0
"113588","ambrosi martina",75.5,84.4,73,26,48,"2021JP3274RL","1st round",1.5,0
"113589","sieff annika",99.9,84.7,84.5,49,51,"2021JP3274RL","1st round",-0.1,0
"113590","sieff annika",101.7,84.7,85,50,50.5,"2021JP3274RL","2nd round",1.2,0
"113591","malsiner jessica",110.9,85,90,60,51,"2021JP3274RL","1st round",-0.1,0
"113592","malsiner jessica",112.7,85.2,91,62,50.5,"2021JP3274RL","2nd round",0.2,0
"113593","highfill jillian",49.1,82.9,62.5,5,45,"2021JP3274RL","1st round",-0.9,0
"113594","macuga samantha",60.3,83.5,67.5,15,44.5,"2021JP3274RL","1st round",0.8,0
"113595","jones paige",98.4,84.6,85.5,51,48,"2021JP3274RL","1st round",-0.6,0
"113596","belshaw annika",89,84.8,81.5,43,47,"2021JP3274RL","1st round",-1,0
"113597","oinas annamaija",68,84.5,70,20,45.5,"2021JP3274RL","1st round",2.5,0
"113598","thors alva",65.8,85.1,70.5,21,47.5,"2021JP3274RL","1st round",-2.7,0
"113599","meis vilma",60.5,84.9,68.5,17,41.5,"2021JP3274RL","1st round",2,0
"113600","tervahartiala julia",64,85.1,69.5,19,44.5,"2021JP3274RL","1st round",0.5,0
"113601","indrackova karolina",123.7,88.2,98.5,67,52,"2021JP3277RL","1st round",4.7,0
"113602","indrackova karolina",114,87.9,95,60,52.5,"2021JP3277RL","2nd round",1.5,0
"113603","vetrih nika",116.2,87.8,97.5,65,49,"2021JP3277RL","1st round",2.2,0
"113604","vetrih nika",120.2,87.9,98,66,48.5,"2021JP3277RL","2nd round",5.7,0
"113605","karpiel kamila",116.4,88.4,95,60,54,"2021JP3277RL","1st round",2.4,0
"113606","karpiel kamila",117.5,88.4,94.5,59,53.5,"2021JP3277RL","2nd round",5,0
"113607","ulrichova klara",109.5,88.3,95.5,61,50.5,"2021JP3277RL","1st round",-2,0
"113608","ulrichova klara",115.2,88.2,94,58,51.5,"2021JP3277RL","2nd round",5.7,0
"113609","repinc zupancic jerneja",109,88.4,92,54,51.5,"2021JP3277RL","1st round",3.5,0
"113610","repinc zupancic jerneja",106.6,88.7,90,50,50,"2021JP3277RL","2nd round",6.6,0
"113611","twardosz anna",103.5,88.3,90.5,51,51,"2021JP3277RL","1st round",1.5,0
"113612","twardosz anna",110.9,88.7,94.5,59,52.5,"2021JP3277RL","2nd round",-0.6,0
"113613","prevc nika",109.4,88,92,54,52.5,"2021JP3277RL","1st round",2.9,0
"113614","prevc nika",94.8,87.7,84.5,39,49.5,"2021JP3277RL","2nd round",6.3,0
"113615","hessler pauline",100.5,87.8,89.5,49,51,"2021JP3277RL","1st round",0.5,0
"113616","hessler pauline",98.7,88.4,86.5,43,50.5,"2021JP3277RL","2nd round",5.2,0
"113617","reisch agnes",99.2,89.5,91.5,53,44.5,"2021JP3277RL","1st round",1.7,0
"113618","reisch agnes",97.4,89.2,90.5,51,45,"2021JP3277RL","2nd round",1.4,0
"113619","rajda kinga",85.8,87.8,84,38,48.5,"2021JP3277RL","1st round",-0.7,0
"113620","rajda kinga",102.1,88,89.5,49,51,"2021JP3277RL","2nd round",2.1,0
"113621","szwab joanna",96.6,88.1,88.5,47,50.5,"2021JP3277RL","1st round",-0.9,0
"113622","szwab joanna",90.1,88.2,84.5,39,49.5,"2021JP3277RL","2nd round",1.6,0
"113623","przybyla wiktoria",89.6,88.2,84,38,49,"2021JP3277RL","1st round",2.6,0
"113624","przybyla wiktoria",92.3,88.2,87,44,49.5,"2021JP3277RL","2nd round",-1.2,0
"113625","schuller sahra",82.8,88.3,82.5,35,48.5,"2021JP3277RL","1st round",-0.7,0
"113626","schuller sahra",96.8,88.7,86.5,43,49.5,"2021JP3277RL","2nd round",4.3,0
"113627","markuta katja",85.2,86.4,82,34,48.5,"2021JP3277RL","1st round",2.7,0
"113628","markuta katja",91.7,88.7,86,42,48,"2021JP3277RL","2nd round",1.7,0
"113629","konderla nicole",87.7,88,84,38,48,"2021JP3277RL","1st round",1.7,0
"113630","konderla nicole",87.3,88.3,83,36,49,"2021JP3277RL","2nd round",2.3,0
"113631","ellmauer katharina",77.8,87.3,77.5,25,46.5,"2021JP3277RL","1st round",6.3,0
"113632","ellmauer katharina",96,88.7,86.5,43,49.5,"2021JP3277RL","2nd round",3.5,0
"113633","ambrosi martina",80.4,87.1,79.5,29,48,"2021JP3277RL","1st round",3.4,0
"113634","ambrosi martina",75.5,87.8,76.5,23,48,"2021JP3277RL","2nd round",4.5,0
"113635","logar lara",73.9,88.4,77.5,25,47.5,"2021JP3277RL","1st round",1.4,0
"113636","logar lara",72.8,88.9,76.5,23,48,"2021JP3277RL","2nd round",1.8,0
"113637","mitu-cosca alessia",65.1,87.3,73,16,42.5,"2021JP3277RL","1st round",6.6,0
"113638","mitu-cosca alessia",81.2,87.4,81,32,46.5,"2021JP3277RL","2nd round",2.7,0
"113639","mazi pia",69.1,88.6,77,24,46,"2021JP3277RL","1st round",-0.9,0
"113640","mazi pia",74.1,88.7,77,24,47,"2021JP3277RL","2nd round",3.1,0
"113641","pesatova zdenka",66.9,88.5,72,14,46.5,"2021JP3277RL","1st round",6.4,0
"113642","pesatova zdenka",74.9,88.5,77,24,47.5,"2021JP3277RL","2nd round",3.4,0
"113643","folea delia anamaria",73.8,87.2,78,26,46.5,"2021JP3277RL","1st round",1.3,0
"113644","folea delia anamaria",67.3,88.1,75.5,21,46.5,"2021JP3277RL","2nd round",-0.2,0
"113645","ptackova stepanka",65.1,88.7,77,24,40,"2021JP3277RL","1st round",1.1,0
"113646","ptackova stepanka",70.9,88.6,77.5,25,46.5,"2021JP3277RL","2nd round",-0.6,0
"113647","pylypchuk tetiana",62.8,88.3,74,18,45,"2021JP3277RL","1st round",-0.2,0
"113648","pylypchuk tetiana",69.4,88.2,76,22,46.5,"2021JP3277RL","2nd round",0.9,0
"113649","trambitas andreea diana",67.8,87,76,22,45.5,"2021JP3277RL","1st round",0.3,0
"113650","trambitas andreea diana",63.1,87.4,73.5,17,44,"2021JP3277RL","2nd round",2.1,0
"113651","jencova veronika",69,87.4,75.5,21,44.5,"2021JP3277RL","1st round",3.5,0
"113652","jencova veronika",49.7,88,66,2,43,"2021JP3277RL","2nd round",4.7,0
"113653","palasz magdalena",63,88.2,71.5,13,45.5,"2021JP3277RL","1st round",4.5,0
"113654","palasz magdalena",42.6,88.3,64,-2,46,"2021JP3277RL","2nd round",-1.4,0
"113655","slowik natalia",22.9,86.8,56,-18,43.5,"2021JP3277RL","1st round",-2.6,0
"113656","slowik natalia",29.3,88.1,57,-16,45,"2021JP3277RL","2nd round",0.3,0
"113657","beltowska marcelina",22.4,86.4,54,-22,44,"2021JP3277RL","1st round",0.4,0
"113658","beltowska marcelina",27.5,88.1,55.5,-19,43.5,"2021JP3277RL","2nd round",3,0
"113659","cieslar paulina",5.7,87.5,46.5,-37,38.5,"2021JP3277RL","1st round",4.2,0
"113660","cieslar paulina",10.3,87.2,48.5,-33,39,"2021JP3277RL","2nd round",4.3,0
"113661","freitag richard",127.4,84.7,102.5,75,55.5,"2021JP3278RL","1st round",-3.1,0
"113662","freitag richard",125.3,84.7,103.5,77,55.5,"2021JP3278RL","2nd round",-12,4.8
"113663","schwann mika",122.7,84.8,96.5,63,53,"2021JP3278RL","1st round",6.7,0
"113664","schwann mika",124.7,84.5,99.5,69,53.5,"2021JP3278RL","2nd round",-2.6,4.8
"113665","krzak jaroslaw",120.2,84.8,98,66,54.5,"2021JP3278RL","1st round",-0.3,0
"113666","krzak jaroslaw",124.9,84.3,103.5,77,56.5,"2021JP3278RL","2nd round",-13.4,4.8
"113667","kahofer timon-pascal",118.2,85,96.5,63,53.5,"2021JP3278RL","1st round",1.7,0
"113668","kahofer timon-pascal",122.3,84.6,100,70,54.5,"2021JP3278RL","2nd round",-7,4.8
"113669","reisenauer janni",124.7,85.1,101,72,54.5,"2021JP3278RL","1st round",-1.8,0
"113670","reisenauer janni",114.3,84.7,95,60,52.5,"2021JP3278RL","2nd round",-3,4.8
"113671","aigner clemens",118.4,85,94,58,52,"2021JP3278RL","1st round",8.4,0
"113672","aigner clemens",119.6,84.8,98.5,67,54,"2021JP3278RL","2nd round",-6.2,4.8
"113673","bresadola giovanni",120.2,84.8,97,64,53.5,"2021JP3278RL","1st round",2.7,0
"113674","bresadola giovanni",117.4,84.6,95,60,53,"2021JP3278RL","2nd round",-0.4,4.8
"113675","siegel david",119.1,85.5,99,68,54,"2021JP3278RL","1st round",-2.9,0
"113676","siegel david",118.2,85.3,99.5,69,54,"2021JP3278RL","2nd round",-9.6,4.8
"113677","raimund philipp",119.8,84.8,100,70,53.5,"2021JP3278RL","1st round",-3.7,0
"113678","raimund philipp",116,85,94.5,59,52,"2021JP3278RL","2nd round",0.2,4.8
"113679","rainer stefan",103.6,84.9,90,50,51,"2021JP3278RL","1st round",2.6,0
"113680","rainer stefan",127,85.2,103.5,77,55.5,"2021JP3278RL","2nd round",-5.5,0
"113681","lienher maximilian",113.1,84.9,93.5,57,49,"2021JP3278RL","1st round",7.1,0
"113682","lienher maximilian",117.5,85.1,102,74,55,"2021JP3278RL","2nd round",-11.5,0
"113683","gruszka mateusz",111.3,85.1,95,60,53,"2021JP3278RL","1st round",-1.7,0
"113684","gruszka mateusz",118.6,84.9,99,68,52.5,"2021JP3278RL","2nd round",-1.9,0
"113685","huber stefan",111.1,84.8,94,58,52,"2021JP3278RL","1st round",1.1,0
"113686","huber stefan",118.3,85.1,97.5,65,52,"2021JP3278RL","2nd round",1.3,0
"113687","insam alex",117.4,85.1,97.5,65,53.5,"2021JP3278RL","1st round",-1.1,0
"113688","insam alex",109.6,84.7,89.5,49,50,"2021JP3278RL","2nd round",5.8,4.8
"113689","hoffmann felix",114.6,84.9,96,62,51,"2021JP3278RL","1st round",1.6,0
"113690","hoffmann felix",110.7,84.4,96,62,51,"2021JP3278RL","2nd round",-7.1,4.8
"113691","kalinichenko vitaliy",116.3,84.7,98,66,53,"2021JP3278RL","1st round",-2.7,0
"113692","kalinichenko vitaliy",107.7,84,93,56,51.5,"2021JP3278RL","2nd round",-4.6,4.8
"113693","moerth francisco",117,85.2,95,60,53.5,"2021JP3278RL","1st round",3.5,0
"113694","moerth francisco",103.3,84.4,88,46,51,"2021JP3278RL","2nd round",1.5,4.8
"113695","cecon francesco",107.3,85.1,92,54,50,"2021JP3278RL","1st round",3.3,0
"113696","cecon francesco",110.3,84.9,104,78,51.5,"2021JP3278RL","2nd round",-19.2,0
"113697","rupitsch markus",102.6,84.7,88.5,47,51,"2021JP3278RL","1st round",4.6,0
"113698","rupitsch markus",114.2,85.2,103,76,54,"2021JP3278RL","2nd round",-15.8,0
"113699","wienerroither julian",111.8,85.1,93.5,57,49,"2021JP3278RL","1st round",5.8,0
"113700","wienerroither julian",104.4,85,93.5,57,50,"2021JP3278RL","2nd round",-2.6,0
"113701","sell adrian",105.4,85.2,94,58,52,"2021JP3278RL","1st round",-4.6,0
"113702","sell adrian",110.7,85.3,95,60,52,"2021JP3278RL","2nd round",-1.3,0
"113703","juroszek kacper",105.3,84.6,93.5,57,52,"2021JP3278RL","1st round",-3.7,0
"113704","juroszek kacper",109.8,85,91.5,53,52,"2021JP3278RL","2nd round",4.8,0
"113705","jojko arkadiusz",109.9,84.7,92.5,55,51,"2021JP3278RL","1st round",3.9,0
"113706","jojko arkadiusz",101.6,84.7,96,62,53,"2021JP3278RL","2nd round",-13.4,0
"113707","ekart taj",103.8,85.3,88.5,47,50.5,"2021JP3278RL","1st round",6.3,0
"113708","ekart taj",105.7,85.8,94,58,51.5,"2021JP3278RL","2nd round",-3.8,0
"113709","habdas jan",104.6,85.1,96.5,63,52,"2021JP3278RL","1st round",-10.4,0
"113710","habdas jan",104.3,85.5,97,64,52,"2021JP3278RL","2nd round",-11.7,0
"113711","baer moritz",118,85.2,96,62,53.5,"2021JP3278RL","1st round",2.5,0
"113712","baer moritz",86.9,84.5,81.5,33,48.5,"2021JP3278RL","2nd round",0.6,4.8
"113713","moroder daniel",104.1,84.9,89.5,49,51,"2021JP3278RL","1st round",4.1,0
"113714","moroder daniel",98.8,85,88,46,49.5,"2021JP3278RL","2nd round",3.3,0
"113715","wellinger andreas",98.9,85.6,88.5,47,51,"2021JP3278RL","1st round",0.9,0
"113716","wellinger andreas",101.5,85.6,91.5,53,51.5,"2021JP3278RL","2nd round",-3,0
"113717","galiani mattia",98.5,84.7,88.5,47,50,"2021JP3278RL","1st round",1.5,0
"113718","galiani mattia",99,85.1,90.5,51,50.5,"2021JP3278RL","2nd round",-2.5,0
"113719","samec matevz",97,84.5,87.5,45,50,"2021JP3278RL","1st round",2,0
"113720","samec matevz",84.2,84.7,87,44,49,"2021JP3278RL","2nd round",-8.8,0
"113721","zupan ozbe",96.1,84.7,87,44,49.5,"2021JP3278RL","1st round",2.6,0
"113722","niznik adam",95.5,85,86.5,43,50.5,"2021JP3278RL","1st round",2,0
"113723","lisso justin",94.1,85.3,85.5,41,49.5,"2021JP3278RL","1st round",3.6,0
"113724","niemczyk karol",92.1,85,83,36,49.5,"2021JP3278RL","1st round",6.6,0
"113725","marusiak yevhen",91.7,84.4,80.5,31,48,"2021JP3278RL","1st round",12.7,0
"113726","fuchs tim",90.7,85,82,34,48,"2021JP3278RL","1st round",8.7,0
"113727","vaskul andrii",90.2,85.1,86,42,49.5,"2021JP3278RL","1st round",-1.3,0
"113728","bartolj maksim",89.5,85.1,84.5,39,47,"2021JP3278RL","1st round",3.5,0
"113729","toporis nejc",88.6,84.8,84.5,39,49.5,"2021JP3278RL","1st round",0.1,0
"113730","vaverka petr",88.5,84.7,90,50,49.5,"2021JP3278RL","1st round",-11,0
"113731","ciszek stanislaw",87.6,84.9,84,38,49.5,"2021JP3278RL","1st round",0.1,0
"113732","vidic matija",85.7,84.6,81,32,47.5,"2021JP3278RL","1st round",6.2,0
"113733","rydl radek",84.9,85.5,84.5,39,49.5,"2021JP3278RL","1st round",-3.6,0
"113734","selcer radek",84.8,84.6,85.5,41,49.5,"2021JP3278RL","1st round",-5.7,0
"113735","korchuk anton",83.8,84.7,83,36,49,"2021JP3278RL","1st round",-1.2,0
"113736","campregher andrea",83.2,85.1,80,30,48.5,"2021JP3278RL","1st round",4.7,0
"113737","mitrofan nicolae sorin",81.3,84.9,77.5,25,46.5,"2021JP3278RL","1st round",9.8,0
"113738","kieta krzysztof",81.2,84.2,81.5,33,45,"2021JP3278RL","1st round",3.2,0
"113739","feldorean andrei",76.5,84.4,79.5,29,46,"2021JP3278RL","1st round",1.5,0
"113740","hauser krystof",73.8,84.5,76,22,45,"2021JP3278RL","1st round",6.8,0
"113741","spulber mihnea alexandru",73.2,84.6,79,28,43.5,"2021JP3278RL","1st round",1.7,0
"113742","sikola jakub",72.6,84.5,75,20,46.5,"2021JP3278RL","1st round",6.1,0
"113743","lejsek frantisek",66.8,84.6,76.5,23,45,"2021JP3278RL","1st round",-1.2,0
"113744","holik frantisek",66.3,84.2,74,18,46.5,"2021JP3278RL","1st round",1.8,0
"113745","zapotoczny szymon",65.8,85,72.5,15,46.5,"2021JP3278RL","1st round",4.3,0
"113746","krenek filip",59.6,84.5,72.5,15,46.5,"2021JP3278RL","1st round",-1.9,0
"113747","sandulescu robert stefan",58,84.7,65.5,1,44.5,"2021JP3278RL","1st round",12.5,0
"113748","feroiu florin",57.1,84.6,70,10,46,"2021JP3278RL","1st round",1.1,0
"113749","holub benedikt",56.4,84.1,70.5,11,41,"2021JP3278RL","1st round",4.4,0
"113750","yaniuk yurii",52.7,84.2,67.5,5,42,"2021JP3278RL","1st round",5.7,0
"113751","ardelean radu matei",43.2,84.3,65.5,1,45,"2021JP3278RL","1st round",-2.8,0
"113752","lasota damian",37.7,84.4,64.5,-1,40.5,"2021JP3278RL","1st round",-1.8,0
"113753","folea moise alexandru",32.9,84.2,58.5,-13,40.5,"2021JP3278RL","1st round",5.4,0
"113754","kapias erik",31.5,84.6,56.5,-17,44.5,"2021JP3278RL","1st round",4,0
"113755","jipescu mircea stefan",27.7,84.2,61.5,-7,40.5,"2021JP3278RL","1st round",-5.8,0
"113756","vetrih nika",115.4,88,96,62,49.5,"2021JP3279RL","1st round",3.9,0
"113757","vetrih nika",117.5,88,101.5,73,48,"2021JP3279RL","2nd round",-3.5,0
"113758","ulrichova klara",121.1,88.3,95,60,52,"2021JP3279RL","1st round",9.1,0
"113759","ulrichova klara",111.6,88.3,96.5,63,52,"2021JP3279RL","2nd round",-3.4,0
"113760","repinc zupancic jerneja",112.8,89,93.5,57,49,"2021JP3279RL","1st round",6.8,0
"113761","repinc zupancic jerneja",116.3,88.8,94.5,59,51,"2021JP3279RL","2nd round",6.3,0
"113762","indrackova karolina",126.3,88.3,100,70,50.5,"2021JP3279RL","1st round",5.8,0
"113763","indrackova karolina",101.4,88.2,95,60,51.5,"2021JP3279RL","2nd round",-10.1,0
"113764","twardosz anna",110.6,88.9,92,54,52,"2021JP3279RL","1st round",4.6,0
"113765","twardosz anna",114.4,88.9,94,58,49,"2021JP3279RL","2nd round",7.4,0
"113766","karpiel kamila",102.5,88.7,97.5,65,28.5,"2021JP3279RL","1st round",9,0
"113767","karpiel kamila",107.1,88.4,92.5,55,52,"2021JP3279RL","2nd round",0.1,0
"113768","prevc nika",101.7,87.8,91.5,53,50.5,"2021JP3279RL","1st round",-1.8,0
"113769","prevc nika",106.5,87.8,92,54,49,"2021JP3279RL","2nd round",3.5,0
"113770","reisch agnes",104.2,89.5,93,56,48.5,"2021JP3279RL","1st round",-0.3,0
"113771","reisch agnes",98.7,89.4,92,54,45.5,"2021JP3279RL","2nd round",-0.8,0
"113772","konderla nicole",95.1,88.4,87,44,49.5,"2021JP3279RL","1st round",1.6,0
"113773","konderla nicole",106.8,88.4,95.5,61,50,"2021JP3279RL","2nd round",-4.2,0
"113774","ellmauer katharina",93.9,88.6,86.5,43,48.5,"2021JP3279RL","1st round",2.4,0
"113775","ellmauer katharina",105.5,88.4,89,48,51,"2021JP3279RL","2nd round",6.5,0
"113776","rajda kinga",100.5,87.8,88,46,50.5,"2021JP3279RL","1st round",4,0
"113777","rajda kinga",94.5,88,86.5,43,49,"2021JP3279RL","2nd round",2.5,0
"113778","szwab joanna",97,88.7,84,38,49.5,"2021JP3279RL","1st round",9.5,0
"113779","szwab joanna",97.8,88.4,86,42,49.5,"2021JP3279RL","2nd round",6.3,0
"113780","markuta katja",86.3,89.1,81,32,48,"2021JP3279RL","1st round",6.3,0
"113781","markuta katja",97.3,89,90,50,48,"2021JP3279RL","2nd round",-0.7,0
"113782","schuller sahra",104.4,88.9,88,46,49.5,"2021JP3279RL","1st round",8.9,0
"113783","schuller sahra",72.9,88.7,90.5,51,25.5,"2021JP3279RL","2nd round",-3.6,0
"113784","ptackova stepanka",87.3,88.9,84.5,39,43.5,"2021JP3279RL","1st round",4.8,0
"113785","ptackova stepanka",88.2,88.9,83.5,37,46,"2021JP3279RL","2nd round",5.2,0
"113786","ambrosi martina",82.6,87.7,81,32,48.5,"2021JP3279RL","1st round",2.1,0
"113787","ambrosi martina",90.4,87.9,81,32,49,"2021JP3279RL","2nd round",9.4,0
"113788","przybyla wiktoria",84.8,88.5,79,28,45.5,"2021JP3279RL","1st round",11.3,0
"113789","przybyla wiktoria",87.6,88.4,86,42,48,"2021JP3279RL","2nd round",-2.4,0
"113790","trambitas andreea diana",81.9,87.2,78.5,27,46,"2021JP3279RL","1st round",8.9,0
"113791","trambitas andreea diana",79.3,87,80,30,47,"2021JP3279RL","2nd round",2.3,0
"113792","logar lara",80.9,88.7,78.5,27,48,"2021JP3279RL","1st round",5.9,0
"113793","logar lara",75.7,88.6,75.5,21,46.5,"2021JP3279RL","2nd round",8.2,0
"113794","mazi pia",76.1,88.5,77.5,25,43.5,"2021JP3279RL","1st round",7.6,0
"113795","mazi pia",79.3,88.7,79.5,29,47.5,"2021JP3279RL","2nd round",2.8,0
"113796","pesatova zdenka",71,89,79,28,48,"2021JP3279RL","1st round",-5,0
"113797","pesatova zdenka",83.6,89,79,28,47,"2021JP3279RL","2nd round",8.6,0
"113798","mitu-cosca alessia",65.9,87.3,73,16,44.5,"2021JP3279RL","1st round",5.4,0
"113799","mitu-cosca alessia",78.8,87.6,82,34,45.5,"2021JP3279RL","2nd round",-0.7,0
"113800","jencova veronika",63.2,87.6,69,8,45,"2021JP3279RL","1st round",10.2,0
"113801","jencova veronika",78.9,88.2,77,24,46.5,"2021JP3279RL","2nd round",8.4,0
"113802","palasz magdalena",79,88.7,76.5,23,47.5,"2021JP3279RL","1st round",8.5,0
"113803","palasz magdalena",62.9,88.5,74.5,19,47,"2021JP3279RL","2nd round",-3.1,0
"113804","pylypchuk tetiana",61.4,88.4,71.5,13,43.5,"2021JP3279RL","1st round",4.9,0
"113805","pylypchuk tetiana",72,88.6,77,24,46,"2021JP3279RL","2nd round",2,0
"113806","hessler pauline",103,88.2,91.5,53,51,"2021JP3279RL","1st round",-1,0
"113807","folea delia anamaria",61.7,88,73,16,43.5,"2021JP3279RL","1st round",2.2,0
"113808","slowik natalia",21.2,87.6,52,-26,43.5,"2021JP3279RL","1st round",3.7,0
"113809","slowik natalia",22.3,87.3,50.5,-29,43.5,"2021JP3279RL","2nd round",7.8,0
"113810","cieslar paulina",24,87.6,54,-22,41.5,"2021JP3279RL","1st round",4.5,0
"113811","cieslar paulina",19.1,87.6,49,-32,42,"2021JP3279RL","2nd round",9.1,0
"113812","beltowska marcelina",37,88,58.5,-13,43.5,"2021JP3279RL","1st round",6.5,0
